sessionId,exitEventType
SESS0001003,카테고리_이동
SESS0001004,찜하기
SESS0001005,상품_상세조회
SESS0001006,카테고리_이동
SESS0001007,결제페이지_진입
SESS0001008,구매완료
SESS0001009,장바구니_이탈
SESS0001010,상품_상세조회
SESS0001011,상품_상세조회
SESS0001012,카테고리_이동
SESS0001013,찜하기
SESS0001014,구매완료
SESS0001015,결제페이지_진입
SESS0001016,상품_상세조회
SESS0001017,카테고리_이동
SESS0001018,결제페이지_진입
SESS0001019,상품_상세조회
SESS0001020,구매완료
SESS0001021,상품_상세조회
SESS0001022,상품_상세조회
SESS0001023,결제페이지_진입
SESS0001024,카테고리_이동
SESS0001025,상품_상세조회
SESS0001026,카테고리_이동
SESS0001027,상품_상세조회
SESS0001028,상품_상세조회
SESS0001029,상품_상세조회
SESS0001030,찜하기
SESS0001031,카테고리_이동
SESS0001032,구매완료
SESS0001033,카테고리_이동
SESS0001034,상품_상세조회
SESS0001035,상품_상세조회
SESS0001036,상품_상세조회
SESS0001037,찜하기
SESS0001038,상품_상세조회
SESS0001039,카테고리_이동
SESS0001040,상품_상세조회
SESS0001041,결제페이지_진입
SESS0001042,구매완료
SESS0001043,카테고리_이동
SESS0001044,상품_상세조회
SESS0001045,구매완료
SESS0001046,결제페이지_진입
SESS0001047,상품_상세조회
SESS0001048,상품_상세조회
SESS0001049,구매완료
SESS0001050,상품_상세조회
SESS0001051,상품_상세조회
SESS0001052,상품_상세조회
SESS0001053,검색
SESS0001054,상품_상세조회
SESS0001055,상품_상세조회
SESS0001056,상품_상세조회
SESS0001057,상품_상세조회
SESS0001058,상품_상세조회
SESS0001059,검색
SESS0001060,상품_상세조회
SESS0001061,결제페이지_진입
SESS0001062,찜하기
SESS0001063,구매완료
SESS0001064,상품_상세조회
SESS0001065,상품_상세조회
SESS0001066,상품_상세조회
SESS0001067,찜하기
SESS0001068,장바구니_이탈
SESS0001069,장바구니_이탈
SESS0001070,찜하기
SESS0001071,찜하기
SESS0001072,상품_상세조회
SESS0001073,상품_상세조회
SESS0001074,상품_상세조회
SESS0001075,장바구니_이탈
SESS0001076,검색
SESS0001077,상품_상세조회
SESS0001078,상품_상세조회
SESS0001079,결제페이지_진입
SESS0001080,찜하기
SESS0001081,찜하기
SESS0001082,구매완료
SESS0001083,상품_상세조회
SESS0001084,결제페이지_진입
SESS0001085,장바구니_이탈
SESS0001086,상품_상세조회
SESS0001087,결제페이지_진입
SESS0001088,상품_상세조회
SESS0001089,구매완료
SESS0001090,상품_상세조회
SESS0001091,상품_상세조회
SESS0001092,상품_상세조회
SESS0001093,결제페이지_진입
SESS0001094,구매완료
SESS0001095,상품_상세조회
SESS0001096,상품_상세조회
SESS0001097,구매완료
SESS0001098,카테고리_이동
SESS0001099,검색
SESS0001100,상품_상세조회
SESS0001101,상품_상세조회
SESS0001102,카테고리_이동
SESS0001103,상품_상세조회
SESS0001104,상품_상세조회
SESS0001105,찜하기
SESS0001106,결제페이지_진입
SESS0001107,찜하기
SESS0001108,상품_상세조회
SESS0001109,구매완료
SESS0001110,구매완료
SESS0001111,찜하기
SESS0001112,결제페이지_진입
SESS0001113,상품_상세조회
SESS0001114,상품_상세조회
SESS0001115,찜하기
SESS0001116,검색
SESS0001117,검색
SESS0001118,구매완료
SESS0001119,상품_상세조회
SESS0001120,검색
SESS0001121,구매완료
SESS0001122,구매완료
SESS0001123,상품_상세조회
SESS0001124,찜하기
SESS0001125,찜하기
SESS0001126,찜하기
SESS0001127,상품_상세조회
SESS0001128,구매완료
SESS0001129,구매완료
SESS0001130,상품_상세조회
SESS0001131,검색
SESS0001132,결제페이지_진입
SESS0001133,상품_상세조회
SESS0001134,상품_상세조회
SESS0001135,상품_상세조회
SESS0001136,카테고리_이동
SESS0001137,카테고리_이동
SESS0001138,찜하기
SESS0001139,검색
SESS0001140,상품_상세조회
SESS0001141,구매완료
SESS0001142,상품_상세조회
SESS0001143,구매완료
SESS0001144,검색
SESS0001145,찜하기
SESS0001146,구매완료
SESS0001147,결제페이지_진입
SESS0001148,상품_상세조회
SESS0001149,상품_상세조회
SESS0001150,상품_상세조회
SESS0001151,상품_상세조회
SESS0001152,찜하기
SESS0001153,카테고리_이동
SESS0001154,상품_상세조회
SESS0001155,상품_상세조회
SESS0001156,상품_상세조회
SESS0001157,구매완료
SESS0001158,상품_상세조회
SESS0001159,찜하기
SESS0001160,상품_상세조회
SESS0001161,상품_상세조회
SESS0001162,구매완료
SESS0001163,구매완료
SESS0001164,찜하기
SESS0001165,결제페이지_진입
SESS0001166,상품_상세조회
SESS0001167,카테고리_이동
SESS0001168,구매완료
SESS0001169,구매완료
SESS0001170,구매완료
SESS0001171,상품_상세조회
SESS0001172,구매완료
SESS0001173,상품_상세조회
SESS0001174,상품_상세조회
SESS0001175,찜하기
SESS0001176,구매완료
SESS0001177,상품_상세조회
SESS0001178,찜하기
SESS0001179,결제페이지_진입
SESS0001180,상품_상세조회
SESS0001181,결제페이지_진입
SESS0001182,카테고리_이동
SESS0001183,카테고리_이동
SESS0001184,찜하기
SESS0001185,상품_상세조회
SESS0001186,찜하기
SESS0001187,상품_상세조회
SESS0001188,찜하기
SESS0001189,상품_상세조회
SESS0001190,구매완료
SESS0001191,구매완료
SESS0001192,상품_상세조회
SESS0001193,구매완료
SESS0001194,상품_상세조회
SESS0001195,상품_상세조회
SESS0001196,카테고리_이동
SESS0001197,상품_상세조회
SESS0001198,상품_상세조회
SESS0001199,상품_상세조회
SESS0001200,찜하기
SESS0001201,검색
SESS0001202,결제페이지_진입
SESS0001203,카테고리_이동
SESS0001204,상품_상세조회
SESS0001205,상품_상세조회
SESS0001206,상품_상세조회
SESS0001207,상품_상세조회
SESS0001208,구매완료
SESS0001209,상품_상세조회
SESS0001210,상품_상세조회
SESS0001211,카테고리_이동
SESS0001212,카테고리_이동
SESS0001213,찜하기
SESS0001214,구매완료
SESS0001215,카테고리_이동
SESS0001216,구매완료
SESS0001217,상품_상세조회
SESS0001218,상품_상세조회
SESS0001219,카테고리_이동
SESS0001220,상품_상세조회
SESS0001221,구매완료
SESS0001222,구매완료
SESS0001223,상품_상세조회
SESS0001224,찜하기
SESS0001225,찜하기
SESS0001226,구매완료
SESS0001227,검색
SESS0001228,상품_상세조회
SESS0001229,상품_상세조회
SESS0001230,결제페이지_진입
SESS0001231,상품_상세조회
SESS0001232,상품_상세조회
SESS0001233,결제페이지_진입
SESS0001234,상품_상세조회
SESS0001235,결제페이지_진입
SESS0001236,검색
SESS0001237,카테고리_이동
SESS0001238,상품_상세조회
SESS0001239,구매완료
SESS0001240,카테고리_이동
SESS0001241,상품_상세조회
SESS0001242,상품_상세조회
SESS0001243,카테고리_이동
SESS0001244,구매완료
SESS0001245,상품_상세조회
SESS0001246,찜하기
SESS0001247,상품_상세조회
SESS0001248,상품_상세조회
SESS0001249,상품_상세조회
SESS0001250,구매완료
SESS0001251,결제페이지_진입
SESS0001252,구매완료
SESS0001253,검색
SESS0001254,구매완료
SESS0001255,구매완료
SESS0001256,상품_상세조회
SESS0001257,상품_상세조회
SESS0001258,장바구니_이탈
SESS0001259,카테고리_이동
SESS0001260,카테고리_이동
SESS0001261,구매완료
SESS0001262,카테고리_이동
SESS0001263,검색
SESS0001264,결제페이지_진입
SESS0001265,결제페이지_진입
SESS0001266,구매완료
SESS0001267,찜하기
SESS0001268,상품_상세조회
SESS0001269,찜하기
SESS0001270,구매완료
SESS0001271,카테고리_이동
SESS0001272,구매완료
SESS0001273,상품_상세조회
SESS0001274,상품_상세조회
SESS0001275,구매완료
SESS0001276,구매완료
SESS0001277,상품_상세조회
SESS0001278,상품_상세조회
SESS0001279,장바구니_이탈
SESS0001280,카테고리_이동
SESS0001281,상품_상세조회
SESS0001282,상품_상세조회
SESS0001283,결제페이지_진입
SESS0001284,상품_상세조회
SESS0001285,카테고리_이동
SESS0001286,상품_상세조회
SESS0001287,구매완료
SESS0001288,카테고리_이동
SESS0001289,카테고리_이동
SESS0001290,상품_상세조회
SESS0001291,구매완료
SESS0001292,상품_상세조회
SESS0001293,검색
SESS0001294,상품_상세조회
SESS0001295,상품_상세조회
SESS0001296,상품_상세조회
SESS0001297,상품_상세조회
SESS0001298,상품_상세조회
SESS0001299,장바구니_이탈
SESS0001300,검색
SESS0001301,검색
SESS0001302,상품_상세조회
SESS0001303,상품_상세조회
SESS0001304,구매완료
SESS0001305,검색
SESS0001306,결제페이지_진입
SESS0001307,결제페이지_진입
SESS0001308,찜하기
SESS0001309,카테고리_이동
SESS0001310,구매완료
SESS0001311,카테고리_이동
SESS0001312,구매완료
SESS0001313,구매완료
SESS0001314,카테고리_이동
SESS0001315,구매완료
SESS0001316,구매완료
SESS0001317,상품_상세조회
SESS0001318,결제페이지_진입
SESS0001319,상품_상세조회
SESS0001320,카테고리_이동
SESS0001321,상품_상세조회
SESS0001322,상품_상세조회
SESS0001323,상품_상세조회
SESS0001324,검색
SESS0001325,카테고리_이동
SESS0001326,상품_상세조회
SESS0001327,상품_상세조회
SESS0001328,상품_상세조회
SESS0001329,상품_상세조회
SESS0001330,결제페이지_진입
SESS0001331,상품_상세조회
SESS0001332,카테고리_이동
SESS0001333,구매완료
SESS0001334,상품_상세조회
SESS0001335,찜하기
SESS0001336,구매완료
SESS0001337,장바구니_이탈
SESS0001338,구매완료
SESS0001339,구매완료
SESS0001340,상품_상세조회
SESS0001341,검색
SESS0001342,결제페이지_진입
SESS0001343,상품_상세조회
SESS0001344,상품_상세조회
SESS0001345,상품_상세조회
SESS0001346,찜하기
SESS0001347,구매완료
SESS0001348,구매완료
SESS0001349,상품_상세조회
SESS0001350,상품_상세조회
SESS0001351,구매완료
SESS0001352,상품_상세조회
SESS0001353,결제페이지_진입
SESS0001354,상품_상세조회
SESS0001355,찜하기
SESS0001356,상품_상세조회
SESS0001357,상품_상세조회
SESS0001358,결제페이지_진입
SESS0001359,검색
SESS0001360,찜하기
SESS0001361,검색
SESS0001362,상품_상세조회
SESS0001363,구매완료
SESS0001364,검색
SESS0001365,상품_상세조회
SESS0001366,검색
SESS0001367,구매완료
SESS0001368,결제페이지_진입
SESS0001369,카테고리_이동
SESS0001370,상품_상세조회
SESS0001371,상품_상세조회
SESS0001372,검색
SESS0001373,상품_상세조회
SESS0001374,상품_상세조회
SESS0001375,장바구니_이탈
SESS0001376,상품_상세조회
SESS0001377,상품_상세조회
SESS0001378,상품_상세조회
SESS0001379,상품_상세조회
SESS0001380,검색
SESS0001381,상품_상세조회
SESS0001382,구매완료
SESS0001383,상품_상세조회
SESS0001384,상품_상세조회
SESS0001385,카테고리_이동
SESS0001386,상품_상세조회
SESS0001387,상품_상세조회
SESS0001388,상품_상세조회
SESS0001389,상품_상세조회
SESS0001390,구매완료
SESS0001391,상품_상세조회
SESS0001392,구매완료
SESS0001393,상품_상세조회
SESS0001394,상품_상세조회
SESS0001395,상품_상세조회
SESS0001396,구매완료
SESS0001397,결제페이지_진입
SESS0001398,결제페이지_진입
SESS0001399,구매완료
SESS0001400,구매완료
SESS0001401,장바구니_이탈
SESS0001402,상품_상세조회
SESS0001403,카테고리_이동
SESS0001404,검색
SESS0001405,상품_상세조회
SESS0001406,상품_상세조회
SESS0001407,상품_상세조회
SESS0001408,구매완료
SESS0001409,찜하기
SESS0001410,상품_상세조회
SESS0001411,구매완료
SESS0001412,카테고리_이동
SESS0001413,상품_상세조회
SESS0001414,상품_상세조회
SESS0001415,상품_상세조회
SESS0001416,검색
SESS0001417,구매완료
SESS0001418,상품_상세조회
SESS0001419,찜하기
SESS0001420,상품_상세조회
SESS0001421,상품_상세조회
SESS0001422,검색
SESS0001423,상품_상세조회
SESS0001424,구매완료
SESS0001425,상품_상세조회
SESS0001426,상품_상세조회
SESS0001427,찜하기
SESS0001428,카테고리_이동
SESS0001429,상품_상세조회
SESS0001430,구매완료
SESS0001431,찜하기
SESS0001432,찜하기
SESS0001433,카테고리_이동
SESS0001434,상품_상세조회
SESS0001435,상품_상세조회
SESS0001436,구매완료
SESS0001437,상품_상세조회
SESS0001438,결제페이지_진입
SESS0001439,구매완료
SESS0001440,구매완료
SESS0001441,상품_상세조회
SESS0001442,장바구니_이탈
SESS0001443,카테고리_이동
SESS0001444,구매완료
SESS0001445,구매완료
SESS0001446,상품_상세조회
SESS0001447,상품_상세조회
SESS0001448,찜하기
SESS0001449,상품_상세조회
SESS0001450,상품_상세조회
SESS0001451,결제페이지_진입
SESS0001452,구매완료
SESS0001453,구매완료
SESS0001454,상품_상세조회
SESS0001455,구매완료
SESS0001456,결제페이지_진입
SESS0001457,상품_상세조회
SESS0001458,상품_상세조회
SESS0001459,상품_상세조회
SESS0001460,찜하기
SESS0001461,구매완료
SESS0001462,상품_상세조회
SESS0001463,상품_상세조회
SESS0001464,검색
SESS0001465,찜하기
SESS0001466,상품_상세조회
SESS0001467,찜하기
SESS0001468,상품_상세조회
SESS0001469,상품_상세조회
SESS0001470,카테고리_이동
SESS0001471,상품_상세조회
SESS0001472,상품_상세조회
SESS0001473,카테고리_이동
SESS0001474,구매완료
SESS0001475,찜하기
SESS0001476,상품_상세조회
SESS0001477,장바구니_이탈
SESS0001478,구매완료
SESS0001479,상품_상세조회
SESS0001480,상품_상세조회
SESS0001481,검색
SESS0001482,찜하기
SESS0001483,상품_상세조회
SESS0001484,상품_상세조회
SESS0001485,상품_상세조회
SESS0001486,구매완료
SESS0001487,상품_상세조회
SESS0001488,검색
SESS0001489,구매완료
SESS0001490,구매완료
SESS0001491,상품_상세조회
SESS0001492,구매완료
SESS0001493,상품_상세조회
SESS0001494,상품_상세조회
SESS0001495,카테고리_이동
SESS0001496,상품_상세조회
SESS0001497,찜하기
SESS0001498,상품_상세조회
SESS0001499,상품_상세조회
SESS0001500,구매완료
SESS0001501,상품_상세조회
SESS0001502,상품_상세조회
SESS0001503,장바구니_이탈
SESS0001504,상품_상세조회
SESS0001505,구매완료
SESS0001506,상품_상세조회
SESS0001507,상품_상세조회
SESS0001508,검색
SESS0001509,구매완료
SESS0001510,상품_상세조회
SESS0001511,구매완료
SESS0001512,구매완료
SESS0001513,구매완료
SESS0001514,구매완료
SESS0001515,상품_상세조회
SESS0001516,결제페이지_진입
SESS0001517,상품_상세조회
SESS0001518,구매완료
SESS0001519,상품_상세조회
SESS0001520,상품_상세조회
SESS0001521,상품_상세조회
SESS0001522,결제페이지_진입
SESS0001523,검색
SESS0001524,상품_상세조회
SESS0001525,상품_상세조회
SESS0001526,찜하기
SESS0001527,구매완료
SESS0001528,상품_상세조회
SESS0001529,상품_상세조회
SESS0001530,상품_상세조회
SESS0001531,카테고리_이동
SESS0001532,상품_상세조회
SESS0001533,상품_상세조회
SESS0001534,구매완료
SESS0001535,결제페이지_진입
SESS0001536,카테고리_이동
SESS0001537,구매완료
SESS0001538,구매완료
SESS0001539,찜하기
SESS0001540,찜하기
SESS0001541,상품_상세조회
SESS0001542,상품_상세조회
SESS0001543,상품_상세조회
SESS0001544,상품_상세조회
SESS0001545,상품_상세조회
SESS0001546,검색
SESS0001547,상품_상세조회
SESS0001548,상품_상세조회
SESS0001549,카테고리_이동
SESS0001550,카테고리_이동
SESS0001551,상품_상세조회
SESS0001552,결제페이지_진입
SESS0001553,상품_상세조회
SESS0001554,상품_상세조회
SESS0001555,카테고리_이동
SESS0001556,상품_상세조회
SESS0001557,상품_상세조회
SESS0001558,카테고리_이동
SESS0001559,구매완료
SESS0001560,상품_상세조회
SESS0001561,검색
SESS0001562,구매완료
SESS0001563,구매완료
SESS0001564,상품_상세조회
SESS0001565,상품_상세조회
SESS0001566,찜하기
SESS0001567,상품_상세조회
SESS0001568,검색
SESS0001569,상품_상세조회
SESS0001570,상품_상세조회
SESS0001571,상품_상세조회
SESS0001572,구매완료
SESS0001573,상품_상세조회
SESS0001574,장바구니_이탈
SESS0001575,상품_상세조회
SESS0001576,상품_상세조회
SESS0001577,구매완료
SESS0001578,상품_상세조회
SESS0001579,상품_상세조회
SESS0001580,상품_상세조회
SESS0001581,상품_상세조회
SESS0001582,상품_상세조회
SESS0001583,상품_상세조회
SESS0001584,구매완료
SESS0001585,상품_상세조회
SESS0001586,결제페이지_진입
SESS0001587,상품_상세조회
SESS0001588,카테고리_이동
SESS0001589,상품_상세조회
SESS0001590,상품_상세조회
SESS0001591,상품_상세조회
SESS0001592,결제페이지_진입
SESS0001593,찜하기
SESS0001594,상품_상세조회
SESS0001595,찜하기
SESS0001596,상품_상세조회
SESS0001597,결제페이지_진입
SESS0001598,찜하기
SESS0001599,검색
SESS0001600,구매완료
SESS0001601,상품_상세조회
SESS0001602,카테고리_이동
SESS0001603,상품_상세조회
SESS0001604,결제페이지_진입
SESS0001605,구매완료
SESS0001606,상품_상세조회
SESS0001607,상품_상세조회
SESS0001608,상품_상세조회
SESS0001609,찜하기
SESS0001610,상품_상세조회
SESS0001611,구매완료
SESS0001612,상품_상세조회
SESS0001613,상품_상세조회
SESS0001614,상품_상세조회
SESS0001615,카테고리_이동
SESS0001616,상품_상세조회
SESS0001617,검색
SESS0001618,상품_상세조회
SESS0001619,검색
SESS0001620,상품_상세조회
SESS0001621,카테고리_이동
SESS0001622,카테고리_이동
SESS0001623,상품_상세조회
SESS0001624,상품_상세조회
SESS0001625,결제페이지_진입
SESS0001626,상품_상세조회
SESS0001627,상품_상세조회
SESS0001628,상품_상세조회
SESS0001629,구매완료
SESS0001630,상품_상세조회
SESS0001631,카테고리_이동
SESS0001632,상품_상세조회
SESS0001633,상품_상세조회
SESS0001634,상품_상세조회
SESS0001635,카테고리_이동
SESS0001636,구매완료
SESS0001637,장바구니_이탈
SESS0001638,장바구니_이탈
SESS0001639,상품_상세조회
SESS0001640,상품_상세조회
SESS0001641,결제페이지_진입
SESS0001642,상품_상세조회
SESS0001643,상품_상세조회
SESS0001644,카테고리_이동
SESS0001645,카테고리_이동
SESS0001646,카테고리_이동
SESS0001647,구매완료
SESS0001648,상품_상세조회
SESS0001649,상품_상세조회
SESS0001650,찜하기
SESS0001651,구매완료
SESS0001652,상품_상세조회
SESS0001653,상품_상세조회
SESS0001654,상품_상세조회
SESS0001655,카테고리_이동
SESS0001656,상품_상세조회
SESS0001657,상품_상세조회
SESS0001658,상품_상세조회
SESS0001659,구매완료
SESS0001660,상품_상세조회
SESS0001661,카테고리_이동
SESS0001662,장바구니_이탈
SESS0001663,상품_상세조회
SESS0001664,상품_상세조회
SESS0001665,구매완료
SESS0001666,찜하기
SESS0001667,검색
SESS0001668,검색
SESS0001669,카테고리_이동
SESS0001670,찜하기
SESS0001671,카테고리_이동
SESS0001672,검색
SESS0001673,상품_상세조회
SESS0001674,상품_상세조회
SESS0001675,검색
SESS0001676,상품_상세조회
SESS0001677,상품_상세조회
SESS0001678,찜하기
SESS0001679,결제페이지_진입
SESS0001680,결제페이지_진입
SESS0001681,카테고리_이동
SESS0001682,검색
SESS0001683,상품_상세조회
SESS0001684,검색
SESS0001685,상품_상세조회
SESS0001686,결제페이지_진입
SESS0001687,결제페이지_진입
SESS0001688,상품_상세조회
SESS0001689,구매완료
SESS0001690,찜하기
SESS0001691,구매완료
SESS0001692,구매완료
SESS0001693,결제페이지_진입
SESS0001694,상품_상세조회
SESS0001695,찜하기
SESS0001696,카테고리_이동
SESS0001697,상품_상세조회
SESS0001698,상품_상세조회
SESS0001699,상품_상세조회
SESS0001700,카테고리_이동
SESS0001701,상품_상세조회
SESS0001702,구매완료
SESS0001703,찜하기
SESS0001704,결제페이지_진입
SESS0001705,구매완료
SESS0001706,찜하기
SESS0001707,카테고리_이동
SESS0001708,구매완료
SESS0001709,카테고리_이동
SESS0001710,결제페이지_진입
SESS0001711,찜하기
SESS0001712,찜하기
SESS0001713,구매완료
SESS0001714,구매완료
SESS0001715,구매완료
SESS0001716,구매완료
SESS0001717,상품_상세조회
SESS0001718,상품_상세조회
SESS0001719,상품_상세조회
SESS0001720,찜하기
SESS0001721,구매완료
SESS0001722,상품_상세조회
SESS0001723,검색
SESS0001724,상품_상세조회
SESS0001725,구매완료
SESS0001726,상품_상세조회
SESS0001727,구매완료
SESS0001728,상품_상세조회
SESS0001729,구매완료
SESS0001730,카테고리_이동
SESS0001731,구매완료
SESS0001732,결제페이지_진입
SESS0001733,상품_상세조회
SESS0001734,상품_상세조회
SESS0001735,상품_상세조회
SESS0001736,상품_상세조회
SESS0001737,찜하기
SESS0001738,찜하기
SESS0001739,구매완료
SESS0001740,상품_상세조회
SESS0001741,상품_상세조회
SESS0001742,상품_상세조회
SESS0001743,구매완료
SESS0001744,찜하기
SESS0001745,카테고리_이동
SESS0001746,찜하기
SESS0001747,찜하기
SESS0001748,상품_상세조회
SESS0001749,상품_상세조회
SESS0001750,검색
SESS0001751,찜하기
SESS0001752,상품_상세조회
SESS0001753,결제페이지_진입
SESS0001754,검색
SESS0001755,상품_상세조회
SESS0001756,검색
SESS0001757,상품_상세조회
SESS0001758,구매완료
SESS0001759,구매완료
SESS0001760,상품_상세조회
SESS0001761,검색
SESS0001762,상품_상세조회
SESS0001763,상품_상세조회
SESS0001764,상품_상세조회
SESS0001765,찜하기
SESS0001766,구매완료
SESS0001767,상품_상세조회
SESS0001768,구매완료
SESS0001769,상품_상세조회
SESS0001770,카테고리_이동
SESS0001771,구매완료
SESS0001772,찜하기
SESS0001773,검색
SESS0001774,상품_상세조회
SESS0001775,상품_상세조회
SESS0001776,상품_상세조회
SESS0001777,구매완료
SESS0001778,상품_상세조회
SESS0001779,카테고리_이동
SESS0001780,카테고리_이동
SESS0001781,검색
SESS0001782,상품_상세조회
SESS0001783,구매완료
SESS0001784,상품_상세조회
SESS0001785,검색
SESS0001786,찜하기
SESS0001787,상품_상세조회
SESS0001788,상품_상세조회
SESS0001789,상품_상세조회
SESS0001790,상품_상세조회
SESS0001791,상품_상세조회
SESS0001792,구매완료
SESS0001793,검색
SESS0001794,카테고리_이동
SESS0001795,상품_상세조회
SESS0001796,찜하기
SESS0001797,결제페이지_진입
SESS0001798,상품_상세조회
SESS0001799,상품_상세조회
SESS0001800,구매완료
SESS0001801,찜하기
SESS0001802,상품_상세조회
SESS0001803,구매완료
SESS0001804,상품_상세조회
SESS0001805,구매완료
SESS0001806,상품_상세조회
SESS0001807,상품_상세조회
SESS0001808,상품_상세조회
SESS0001809,결제페이지_진입
SESS0001810,상품_상세조회
SESS0001811,상품_상세조회
SESS0001812,상품_상세조회
SESS0001813,상품_상세조회
SESS0001814,상품_상세조회
SESS0001815,찜하기
SESS0001816,구매완료
SESS0001817,상품_상세조회
SESS0001818,구매완료
SESS0001819,검색
SESS0001820,검색
SESS0001821,구매완료
SESS0001822,상품_상세조회
SESS0001823,상품_상세조회
SESS0001824,상품_상세조회
SESS0001825,카테고리_이동
SESS0001826,상품_상세조회
SESS0001827,상품_상세조회
SESS0001828,상품_상세조회
SESS0001829,상품_상세조회
SESS0001830,상품_상세조회
SESS0001831,구매완료
SESS0001832,상품_상세조회
SESS0001833,상품_상세조회
SESS0001834,상품_상세조회
SESS0001835,상품_상세조회
SESS0001836,결제페이지_진입
SESS0001837,카테고리_이동
SESS0001838,찜하기
SESS0001839,상품_상세조회
SESS0001840,카테고리_이동
SESS0001841,장바구니_이탈
SESS0001842,상품_상세조회
SESS0001843,카테고리_이동
SESS0001844,장바구니_이탈
SESS0001845,구매완료
SESS0001846,구매완료
SESS0001847,구매완료
SESS0001848,구매완료
SESS0001849,상품_상세조회
SESS0001850,찜하기
SESS0001851,구매완료
SESS0001852,상품_상세조회
SESS0001853,결제페이지_진입
SESS0001854,구매완료
SESS0001855,상품_상세조회
SESS0001856,상품_상세조회
SESS0001857,상품_상세조회
SESS0001858,찜하기
SESS0001859,결제페이지_진입
SESS0001860,상품_상세조회
SESS0001861,구매완료
SESS0001862,상품_상세조회
SESS0001863,결제페이지_진입
SESS0001864,상품_상세조회
SESS0001865,상품_상세조회
SESS0001866,상품_상세조회
SESS0001867,검색
SESS0001868,상품_상세조회
SESS0001869,구매완료
SESS0001870,구매완료
SESS0001871,결제페이지_진입
SESS0001872,검색
SESS0001873,상품_상세조회
SESS0001874,결제페이지_진입
SESS0001875,상품_상세조회
SESS0001876,구매완료
SESS0001877,상품_상세조회
SESS0001878,상품_상세조회
SESS0001879,상품_상세조회
SESS0001880,장바구니_이탈
SESS0001881,찜하기
SESS0001882,검색
SESS0001883,구매완료
SESS0001884,카테고리_이동
SESS0001885,상품_상세조회
SESS0001886,상품_상세조회
SESS0001887,상품_상세조회
SESS0001888,상품_상세조회
SESS0001889,상품_상세조회
SESS0001890,구매완료
SESS0001891,상품_상세조회
SESS0001892,결제페이지_진입
SESS0001893,결제페이지_진입
SESS0001894,검색
SESS0001895,결제페이지_진입
SESS0001896,찜하기
SESS0001897,구매완료
SESS0001898,상품_상세조회
SESS0001899,상품_상세조회
SESS0001900,찜하기
SESS0001901,검색
SESS0001902,구매완료
SESS0001903,상품_상세조회
SESS0001904,상품_상세조회
SESS0001905,구매완료
SESS0001906,검색
SESS0001907,상품_상세조회
SESS0001908,상품_상세조회
SESS0001909,찜하기
SESS0001910,구매완료
SESS0001911,상품_상세조회
SESS0001912,구매완료
SESS0001913,구매완료
SESS0001914,상품_상세조회
SESS0001915,상품_상세조회
SESS0001916,상품_상세조회
SESS0001917,결제페이지_진입
SESS0001918,상품_상세조회
SESS0001919,구매완료
SESS0001920,상품_상세조회
SESS0001921,상품_상세조회
SESS0001922,찜하기
SESS0001923,상품_상세조회
SESS0001924,찜하기
SESS0001925,검색
SESS0001926,구매완료
SESS0001927,상품_상세조회
SESS0001928,구매완료
SESS0001929,상품_상세조회
SESS0001930,찜하기
SESS0001931,찜하기
SESS0001932,구매완료
SESS0001933,검색
SESS0001934,상품_상세조회
SESS0001935,상품_상세조회
SESS0001936,구매완료
SESS0001937,검색
SESS0001938,상품_상세조회
SESS0001939,상품_상세조회
SESS0001940,찜하기
SESS0001941,상품_상세조회
SESS0001942,결제페이지_진입
SESS0001943,구매완료
SESS0001944,상품_상세조회
SESS0001945,결제페이지_진입
SESS0001946,결제페이지_진입
SESS0001947,상품_상세조회
SESS0001948,상품_상세조회
SESS0001949,구매완료
SESS0001950,상품_상세조회
SESS0001951,장바구니_이탈
SESS0001952,찜하기
SESS0001953,검색
SESS0001954,상품_상세조회
SESS0001955,구매완료
SESS0001956,구매완료
SESS0001957,카테고리_이동
SESS0001958,검색
SESS0001959,상품_상세조회
SESS0001960,상품_상세조회
SESS0001961,상품_상세조회
SESS0001962,카테고리_이동
SESS0001963,상품_상세조회
SESS0001964,상품_상세조회
SESS0001965,상품_상세조회
SESS0001966,상품_상세조회
SESS0001967,찜하기
SESS0001968,상품_상세조회
SESS0001969,결제페이지_진입
SESS0001970,구매완료
SESS0001971,찜하기
SESS0001972,상품_상세조회
SESS0001973,구매완료
SESS0001974,구매완료
SESS0001975,구매완료
SESS0001976,상품_상세조회
SESS0001977,검색
SESS0001978,상품_상세조회
SESS0001979,카테고리_이동
SESS0001980,상품_상세조회
SESS0001981,구매완료
SESS0001982,상품_상세조회
SESS0001983,상품_상세조회
SESS0001984,찜하기
SESS0001985,결제페이지_진입
SESS0001986,찜하기
SESS0001987,상품_상세조회
SESS0001988,카테고리_이동
SESS0001989,구매완료
SESS0001990,상품_상세조회
SESS0001991,상품_상세조회
SESS0001992,상품_상세조회
SESS0001993,검색
SESS0001994,구매완료
SESS0001995,검색
SESS0001996,결제페이지_진입
SESS0001997,상품_상세조회
SESS0001998,검색
SESS0001999,상품_상세조회
SESS0002000,상품_상세조회
SESS0002001,구매완료
SESS0002002,카테고리_이동
SESS0002003,카테고리_이동
SESS0002004,상품_상세조회
SESS0002005,상품_상세조회
SESS0002006,검색
SESS0002007,결제페이지_진입
SESS0002008,상품_상세조회
SESS0002009,구매완료
SESS0002010,상품_상세조회
