customerId,totalAmount12m,salesGrowthPct,revenue_2025_07,revenue_2025_08,revenue_2025_09,revenue_2025_10,revenue_2025_11,revenue_2025_12,revenue_2026_01,revenue_2026_02,revenue_2026_03,revenue_2026_04,revenue_2026_05,revenue_2026_06
CUST00286,971000,12.6,62000,57000,81000,72000,70000,72000,85000,86000,91000,71000,78000,146000
CUST00287,1828000,44.8,129000,113000,143000,143000,130000,164000,131000,139000,141000,223000,177000,195000
CUST00288,176000,-36.7,16000,17000,15000,16000,14000,18000,18000,19000,12000,16000,15000,0
CUST00289,191000,-45.5,12000,14000,17000,13000,14000,19000,16000,27000,23000,18000,18000,0
CUST00290,857000,-13.9,70000,57000,78000,70000,64000,51000,84000,78000,89000,64000,67000,85000
CUST00291,63000,0.0,12000,14000,11000,10000,8000,8000,0,0,0,0,0,0
CUST00292,1002000,-11.7,89000,73000,68000,83000,80000,61000,107000,84000,100000,90000,66000,101000
CUST00293,31000,-100.0,4000,5000,5000,4000,3000,3000,4000,3000,0,0,0,0
CUST00294,6631000,7.7,559000,497000,333000,501000,442000,700000,729000,476000,528000,737000,595000,534000
CUST00295,12000,-100.0,2000,2000,1000,2000,1000,2000,1000,1000,0,0,0,0
CUST00296,40000,-100.0,8000,4000,5000,5000,5000,3000,3000,3000,4000,0,0,0
CUST00297,56000,-100.0,9000,11000,8000,9000,7000,6000,6000,0,0,0,0,0
CUST00298,28000,-71.4,3000,3000,3000,3000,3000,4000,2000,2000,3000,2000,0,0
CUST00299,9000,0.0,2000,2000,2000,2000,1000,0,0,0,0,0,0,0
CUST00300,1408000,-36.9,113000,127000,109000,134000,103000,96000,162000,135000,148000,137000,144000,0
CUST00301,7000,-100.0,1000,1000,1000,1000,1000,1000,1000,0,0,0,0,0
CUST00302,1537000,24.5,101000,115000,87000,125000,119000,164000,105000,127000,136000,172000,130000,156000
CUST00303,619000,-27.5,46000,57000,51000,45000,41000,53000,58000,60000,71000,67000,70000,0
CUST00304,871000,7.4,68000,70000,60000,60000,73000,92000,73000,70000,73000,83000,77000,72000
CUST00305,378000,-69.1,57000,46000,40000,39000,37000,36000,27000,36000,31000,29000,0,0
CUST00306,421000,-70.4,35000,48000,36000,30000,32000,56000,40000,58000,44000,42000,0,0
CUST00307,371000,-65.1,28000,25000,32000,32000,45000,35000,39000,44000,46000,45000,0,0
CUST00308,510000,-44.9,50000,48000,37000,49000,37000,47000,65000,47000,44000,44000,42000,0
CUST00309,675000,8.3,65000,52000,64000,68000,64000,60000,56000,45000,44000,67000,51000,39000
CUST00310,5637000,6.7,324000,274000,337000,372000,359000,401000,549000,724000,454000,655000,589000,599000
CUST00311,2403000,-31.2,201000,181000,214000,236000,175000,201000,238000,241000,229000,257000,230000,0
CUST00312,739000,-67.4,58000,61000,71000,77000,76000,75000,85000,79000,78000,79000,0,0
CUST00313,951000,4.6,90000,74000,73000,70000,61000,96000,68000,86000,84000,73000,88000,88000
CUST00314,32000,-33.3,3000,2000,3000,3000,4000,2000,3000,3000,3000,3000,3000,0
CUST00315,611000,-35.4,49000,67000,72000,50000,63000,45000,56000,59000,46000,49000,55000,0
CUST00316,1373000,-9.1,110000,102000,88000,103000,107000,147000,111000,123000,141000,129000,99000,113000
CUST00317,62000,-72.2,5000,7000,8000,6000,7000,6000,6000,6000,6000,5000,0,0
CUST00318,749000,-4.7,47000,47000,66000,53000,67000,55000,70000,69000,73000,75000,127000,0
CUST00319,1368000,-8.1,127000,98000,108000,134000,103000,138000,113000,113000,118000,140000,176000,0
CUST00320,43000,0.0,15000,13000,15000,0,0,0,0,0,0,0,0,0
CUST00321,9000,0.0,2000,2000,3000,2000,0,0,0,0,0,0,0,0
CUST00322,321000,-10.8,27000,30000,25000,27000,29000,26000,20000,33000,30000,25000,24000,25000
CUST00323,2229000,-3.4,163000,142000,171000,193000,170000,173000,221000,228000,170000,198000,208000,192000
CUST00324,644000,-34.7,55000,62000,53000,53000,57000,45000,80000,42000,71000,58000,68000,0
CUST00325,3000,0.0,1000,1000,1000,0,0,0,0,0,0,0,0,0
CUST00326,1440000,-12.7,122000,125000,137000,114000,126000,140000,121000,118000,122000,115000,200000,0
CUST00327,42000,0.0,8000,8000,6000,6000,7000,7000,0,0,0,0,0,0
CUST00328,915000,-52.6,80000,89000,79000,100000,70000,77000,108000,80000,97000,62000,73000,0
CUST00329,609000,-24.9,37000,53000,50000,53000,53000,46000,57000,51000,73000,70000,66000,0
CUST00330,2030000,-42.2,151000,201000,190000,215000,145000,159000,147000,214000,253000,160000,195000,0
CUST00331,31000,0.0,7000,5000,6000,6000,4000,3000,0,0,0,0,0,0
CUST00332,234000,-69.4,21000,23000,23000,21000,28000,24000,26000,19000,27000,22000,0,0
CUST00333,1630000,-34.9,101000,107000,132000,154000,134000,160000,186000,139000,185000,180000,152000,0
CUST00334,127000,-100.0,19000,16000,17000,13000,13000,17000,17000,15000,0,0,0,0
CUST00335,1342000,7.9,87000,101000,119000,104000,115000,130000,109000,106000,115000,114000,133000,109000
CUST00336,892000,-41.7,66000,51000,86000,77000,74000,90000,85000,96000,102000,88000,77000,0
CUST00337,9711000,54.5,658000,542000,681000,687000,693000,744000,649000,701000,892000,991000,1248000,1225000
CUST00338,17000,-100.0,3000,2000,2000,2000,2000,2000,2000,2000,0,0,0,0
CUST00339,856000,-1.6,58000,55000,58000,63000,72000,68000,67000,81000,95000,79000,74000,86000
CUST00340,256000,-35.3,28000,28000,20000,24000,24000,20000,28000,20000,20000,16000,15000,13000
CUST00341,12916000,44.3,568000,668000,863000,1023000,1033000,1087000,960000,942000,1239000,1897000,1252000,1384000
CUST00342,149000,-62.5,19000,16000,14000,16000,17000,12000,15000,14000,11000,15000,0,0
CUST00343,15000,0.0,3000,3000,3000,2000,2000,2000,0,0,0,0,0,0
CUST00344,430000,-47.6,35000,39000,33000,40000,32000,30000,41000,53000,51000,42000,34000,0
CUST00345,33000,-100.0,5000,7000,4000,3000,4000,4000,3000,3000,0,0,0,0
CUST00346,14000,0.0,4000,3000,3000,2000,2000,0,0,0,0,0,0,0
CUST00347,62000,0.0,35000,27000,0,0,0,0,0,0,0,0,0,0
CUST00348,24000,-66.6,3000,3000,3000,3000,2000,2000,2000,2000,2000,2000,0,0
CUST00349,478000,-29.5,47000,38000,38000,41000,53000,41000,52000,44000,33000,47000,44000,0
CUST00350,6660000,4.5,494000,451000,428000,499000,523000,428000,582000,530000,764000,626000,734000,601000
CUST00351,33000,-44.4,3000,4000,3000,3000,3000,3000,3000,3000,3000,2000,3000,0
CUST00352,296000,-9.5,23000,20000,21000,23000,22000,27000,25000,32000,27000,27000,22000,27000
CUST00353,580000,-11.8,38000,43000,60000,50000,56000,45000,41000,47000,65000,58000,77000,0
CUST00354,756000,-20.7,61000,74000,70000,61000,95000,65000,50000,77000,57000,65000,81000,0
CUST00355,749000,-2.0,53000,47000,68000,61000,61000,53000,68000,55000,82000,63000,65000,73000
CUST00356,1347000,23.3,76000,81000,112000,108000,123000,110000,114000,107000,109000,104000,149000,154000
CUST00357,120000,-100.0,18000,19000,19000,16000,17000,18000,13000,0,0,0,0,0
CUST00358,1000,0.0,0,0,0,0,0,1000,0,0,0,0,0,0
CUST00359,475000,-18.3,37000,33000,41000,40000,46000,49000,37000,34000,55000,56000,47000,0
CUST00360,1700000,2.7,126000,168000,130000,123000,135000,118000,146000,178000,120000,144000,165000,147000
CUST00361,178000,-100.0,27000,19000,28000,22000,21000,22000,20000,19000,0,0,0,0
CUST00362,7785000,19.5,573000,428000,704000,432000,584000,680000,737000,477000,783000,809000,812000,766000
CUST00363,3842000,54.3,249000,274000,246000,268000,301000,195000,314000,320000,274000,454000,495000,452000
CUST00364,12342000,38.9,855000,824000,793000,774000,987000,996000,1187000,918000,873000,1140000,1244000,1751000
CUST00365,181000,-10.6,12000,15000,15000,16000,18000,16000,15000,17000,15000,21000,21000,0
CUST00366,314000,10.3,29000,21000,22000,24000,19000,35000,23000,28000,27000,26000,29000,31000
CUST00367,61000,-100.0,9000,8000,7000,7000,7000,8000,8000,7000,0,0,0,0
CUST00368,583000,-20.6,57000,40000,53000,41000,56000,58000,55000,47000,53000,54000,69000,0
CUST00369,164000,-100.0,14000,18000,19000,15000,17000,18000,17000,23000,23000,0,0,0
CUST00370,37000,-100.0,7000,4000,5000,5000,3000,4000,3000,4000,2000,0,0,0
CUST00371,10000,-100.0,1000,2000,1000,2000,1000,1000,1000,1000,0,0,0,0
CUST00372,141000,-100.0,17000,20000,21000,19000,21000,22000,21000,0,0,0,0,0
CUST00373,247000,-18.2,25000,17000,16000,22000,20000,27000,20000,21000,25000,23000,31000,0
CUST00374,200000,-50.8,16000,20000,19000,19000,15000,17000,22000,18000,23000,17000,14000,0
CUST00375,4408000,-8.5,366000,433000,307000,373000,319000,289000,355000,438000,419000,382000,336000,391000
CUST00376,946000,44.7,48000,62000,55000,61000,61000,84000,71000,76000,88000,126000,125000,89000
CUST00377,23000,0.0,5000,5000,4000,4000,5000,0,0,0,0,0,0,0
CUST00378,592000,24.8,54000,39000,40000,48000,49000,36000,46000,46000,53000,74000,57000,50000
CUST00379,1310000,-30.9,120000,89000,146000,100000,122000,148000,134000,100000,112000,132000,107000,0
CUST00380,13000,-100.0,2000,1000,1000,2000,2000,1000,1000,1000,2000,0,0,0
CUST00381,1081000,-72.5,82000,89000,101000,89000,123000,129000,112000,116000,139000,101000,0,0
CUST00382,387000,0.0,30000,25000,37000,29000,45000,33000,28000,30000,36000,26000,34000,34000
CUST00383,44000,-100.0,8000,6000,6000,7000,6000,7000,4000,0,0,0,0,0
CUST00384,741000,-20.7,67000,54000,63000,72000,65000,74000,64000,65000,64000,75000,78000,0
CUST00385,1177000,27.6,81000,76000,87000,84000,111000,103000,88000,86000,105000,137000,122000,97000
CUST00386,38000,-100.0,5000,6000,5000,5000,5000,6000,6000,0,0,0,0,0
CUST00387,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
CUST00388,31000,-100.0,4000,6000,4000,4000,3000,4000,3000,3000,0,0,0,0
CUST00389,13730000,22.6,817000,698000,947000,799000,1054000,1266000,1080000,1074000,1507000,925000,1686000,1877000
CUST00390,200000,-100.0,24000,30000,26000,26000,23000,21000,28000,22000,0,0,0,0
CUST00391,661000,-39.1,63000,66000,61000,64000,57000,62000,61000,61000,57000,52000,57000,0
CUST00392,3225000,17.3,243000,249000,246000,196000,282000,264000,229000,283000,291000,284000,303000,355000
CUST00393,470000,-6.6,45000,47000,36000,38000,37000,33000,38000,41000,42000,60000,53000,0
CUST00394,1349000,-21.6,90000,76000,116000,137000,85000,126000,135000,171000,97000,155000,161000,0
CUST00395,11859000,39.8,643000,639000,725000,779000,919000,960000,867000,1108000,1025000,1571000,1183000,1440000
CUST00396,676000,-23.2,50000,47000,54000,70000,55000,57000,56000,80000,58000,74000,75000,0
CUST00397,140000,-63.9,12000,13000,19000,16000,14000,17000,12000,14000,10000,13000,0,0
CUST00398,1488000,15.6,94000,92000,111000,111000,136000,99000,117000,110000,165000,139000,138000,176000
CUST00399,2124000,-33.7,213000,171000,153000,164000,167000,213000,238000,207000,182000,201000,215000,0
CUST00400,1178000,-58.8,100000,91000,134000,90000,113000,95000,103000,117000,173000,162000,0,0
CUST00401,37000,-100.0,4000,4000,4000,4000,4000,5000,5000,3000,4000,0,0,0
CUST00402,16000,-100.0,2000,2000,3000,2000,3000,2000,2000,0,0,0,0,0
CUST00403,19000,0.0,4000,3000,2000,3000,3000,4000,0,0,0,0,0,0
CUST00404,3296000,15.9,210000,178000,203000,219000,213000,287000,312000,306000,302000,312000,315000,439000
CUST00405,105000,-100.0,13000,11000,12000,16000,8000,13000,9000,11000,12000,0,0,0
CUST00406,157000,-100.0,21000,32000,22000,27000,21000,17000,17000,0,0,0,0,0
CUST00407,220000,-75.0,26000,21000,22000,23000,24000,24000,21000,21000,22000,16000,0,0
CUST00408,20000,0.0,4000,3000,4000,3000,3000,3000,0,0,0,0,0,0
CUST00409,11451000,33.6,588000,642000,653000,762000,817000,652000,1023000,846000,1272000,1219000,1685000,1292000
CUST00410,138000,-100.0,21000,17000,18000,15000,15000,21000,17000,14000,0,0,0,0
CUST00411,409000,-30.0,33000,43000,39000,31000,47000,29000,32000,43000,35000,42000,35000,0
CUST00412,878000,2.2,88000,77000,113000,83000,62000,89000,48000,69000,64000,53000,72000,60000
CUST00413,3321000,37.4,180000,245000,307000,211000,251000,242000,195000,312000,287000,285000,398000,408000
CUST00414,7000,0.0,2000,2000,2000,1000,0,0,0,0,0,0,0,0
CUST00415,11082000,20.3,505000,600000,743000,629000,759000,945000,1161000,792000,1180000,1454000,1149000,1165000
CUST00416,485000,-67.1,45000,47000,35000,43000,50000,51000,50000,55000,56000,53000,0,0
CUST00417,9627000,26.2,464000,568000,441000,554000,715000,709000,979000,721000,1030000,716000,1244000,1486000
CUST00418,154000,-100.0,17000,20000,18000,15000,19000,15000,15000,18000,17000,0,0,0
CUST00419,1334000,1.2,113000,110000,101000,98000,119000,113000,124000,138000,76000,118000,136000,88000
CUST00420,28000,-100.0,4000,4000,4000,4000,3000,3000,3000,3000,0,0,0,0
CUST00421,311000,-68.7,38000,41000,40000,33000,29000,42000,24000,24000,19000,21000,0,0
CUST00422,4691000,17.4,252000,231000,245000,232000,341000,266000,390000,633000,414000,511000,515000,661000
CUST00423,493000,18.2,36000,30000,32000,31000,36000,40000,44000,52000,36000,51000,53000,52000
CUST00424,8624000,30.6,435000,742000,708000,503000,687000,737000,712000,640000,735000,730000,860000,1135000
CUST00425,459000,9.5,33000,33000,27000,31000,39000,32000,47000,42000,37000,51000,44000,43000
CUST00426,138000,0.0,31000,29000,26000,25000,27000,0,0,0,0,0,0,0
CUST00427,782000,10.5,45000,51000,46000,58000,49000,74000,77000,66000,75000,84000,75000,82000
CUST00428,63000,0.0,16000,21000,14000,12000,0,0,0,0,0,0,0,0
CUST00429,9129000,25.7,615000,533000,554000,747000,672000,679000,770000,784000,807000,1141000,864000,963000
CUST00430,70000,-100.0,9000,12000,9000,10000,7000,8000,5000,5000,5000,0,0,0
CUST00431,13000,-100.0,2000,2000,2000,1000,2000,2000,2000,0,0,0,0,0
CUST00432,1000,0.0,0,0,1000,0,0,0,0,0,0,0,0,0
CUST00433,158000,-35.6,13000,16000,15000,10000,14000,16000,15000,17000,13000,12000,17000,0
CUST00434,31000,-25.0,3000,3000,3000,3000,3000,2000,3000,2000,3000,2000,2000,2000
CUST00435,1724000,0.6,109000,106000,103000,136000,126000,153000,171000,147000,176000,184000,151000,162000
CUST00436,323000,-100.0,47000,36000,36000,35000,28000,38000,35000,32000,36000,0,0,0
CUST00437,1608000,17.0,91000,136000,83000,98000,107000,149000,140000,129000,166000,184000,185000,140000
CUST00438,51000,-57.1,6000,5000,4000,6000,5000,5000,5000,4000,5000,6000,0,0
CUST00439,5000,0.0,1000,1000,1000,1000,1000,0,0,0,0,0,0,0
CUST00440,452000,-100.0,54000,57000,49000,52000,40000,48000,50000,52000,50000,0,0,0
CUST00441,99000,0.0,24000,27000,29000,19000,0,0,0,0,0,0,0,0
CUST00442,640000,-35.0,65000,65000,54000,58000,55000,46000,66000,56000,58000,50000,67000,0
CUST00443,72000,-100.0,11000,11000,11000,9000,8000,9000,6000,7000,0,0,0,0
CUST00444,318000,10.7,23000,33000,30000,21000,25000,28000,25000,28000,22000,26000,26000,31000
CUST00445,173000,-30.0,13000,16000,15000,14000,14000,16000,15000,22000,13000,22000,13000,0
CUST00446,34000,0.0,7000,7000,5000,7000,4000,4000,0,0,0,0,0,0
CUST00447,214000,-100.0,29000,38000,31000,36000,30000,26000,24000,0,0,0,0,0
CUST00448,86000,-18.2,8000,9000,7000,8000,7000,7000,8000,7000,7000,9000,9000,0
CUST00449,1351000,16.7,107000,98000,92000,121000,144000,87000,102000,97000,125000,108000,123000,147000
CUST00450,1086000,-41.6,103000,96000,88000,98000,98000,101000,114000,107000,96000,73000,112000,0
CUST00451,2209000,28.7,130000,138000,170000,204000,149000,238000,180000,169000,167000,244000,220000,200000
CUST00452,77000,-100.0,10000,15000,11000,10000,9000,12000,10000,0,0,0,0,0
CUST00453,37000,-100.0,6000,4000,4000,4000,4000,4000,4000,3000,4000,0,0,0
CUST00454,67000,-72.2,9000,8000,6000,6000,8000,7000,6000,6000,6000,5000,0,0
CUST00455,286000,14.1,23000,18000,22000,20000,17000,19000,18000,36000,24000,29000,25000,35000
CUST00456,189000,-100.0,15000,21000,21000,21000,21000,14000,25000,31000,20000,0,0,0
CUST00457,31000,-62.5,3000,3000,3000,5000,3000,3000,3000,3000,2000,3000,0,0
CUST00458,463000,-45.7,35000,50000,47000,39000,34000,42000,46000,51000,43000,46000,30000,0
CUST00459,216000,-100.0,40000,28000,26000,19000,26000,22000,14000,22000,19000,0,0,0
CUST00460,1978000,42.2,104000,135000,158000,176000,128000,153000,156000,145000,163000,168000,173000,319000
CUST00461,232000,18.3,15000,19000,14000,18000,17000,18000,19000,22000,19000,17000,30000,24000
CUST00462,1456000,25.6,74000,124000,103000,131000,103000,127000,126000,100000,126000,160000,125000,157000
CUST00463,18000,0.0,4000,4000,3000,3000,2000,2000,0,0,0,0,0,0
CUST00464,1601000,-6.3,139000,124000,169000,181000,112000,136000,121000,144000,117000,129000,133000,96000
CUST00465,90000,-23.8,10000,8000,8000,8000,12000,7000,6000,7000,8000,8000,8000,0
CUST00466,192000,-71.4,19000,25000,16000,19000,15000,26000,17000,21000,18000,16000,0,0
CUST00467,1949000,16.4,114000,117000,122000,154000,179000,183000,161000,151000,187000,197000,168000,216000
CUST00468,85000,-100.0,12000,14000,9000,8000,9000,8000,9000,8000,8000,0,0,0
CUST00469,2617000,12.8,162000,195000,214000,176000,245000,193000,224000,221000,228000,244000,232000,283000
CUST00470,658000,-38.2,58000,67000,52000,47000,74000,72000,54000,63000,61000,56000,54000,0
CUST00471,803000,-32.1,53000,70000,67000,73000,56000,81000,84000,97000,59000,88000,75000,0
CUST00472,1197000,-27.7,104000,88000,108000,100000,100000,106000,94000,134000,115000,117000,131000,0
CUST00473,6352000,9.6,426000,378000,350000,294000,526000,448000,744000,588000,543000,520000,751000,784000
CUST00474,2134000,49.0,103000,165000,143000,133000,149000,146000,165000,169000,186000,286000,242000,247000
CUST00475,3283000,27.3,172000,185000,269000,259000,225000,309000,244000,297000,279000,262000,393000,389000
CUST00476,131000,-72.2,16000,18000,13000,14000,12000,12000,12000,14000,10000,10000,0,0
CUST00477,303000,-23.3,20000,34000,25000,33000,35000,27000,22000,23000,28000,26000,30000,0
CUST00478,100000,17.4,7000,8000,8000,9000,9000,9000,8000,8000,7000,9000,9000,9000
CUST00479,372000,-6.1,28000,36000,26000,30000,31000,29000,34000,31000,34000,31000,32000,30000
CUST00480,655000,-18.9,42000,65000,54000,52000,60000,47000,69000,63000,53000,67000,83000,0
CUST00481,670000,-100.0,75000,91000,68000,88000,57000,82000,66000,67000,76000,0,0,0
CUST00482,402000,-60.5,48000,29000,41000,35000,50000,40000,38000,37000,39000,45000,0,0
CUST00483,172000,-48.9,21000,21000,13000,17000,13000,19000,16000,16000,13000,23000,0,0
CUST00484,526000,-37.1,32000,40000,42000,46000,51000,43000,52000,51000,64000,47000,58000,0
CUST00485,1658000,18.7,110000,116000,122000,111000,125000,103000,122000,128000,194000,157000,183000,187000
CUST00486,853000,-59.6,54000,76000,68000,67000,94000,84000,109000,99000,84000,118000,0,0
CUST00487,780000,19.4,68000,67000,57000,67000,59000,67000,66000,44000,70000,62000,89000,64000
CUST00488,676000,-21.7,54000,74000,60000,72000,51000,53000,54000,66000,55000,75000,62000,0
CUST00489,595000,37.9,41000,37000,31000,39000,54000,48000,41000,60000,44000,67000,56000,77000
CUST00490,1964000,-2.1,143000,185000,97000,135000,224000,149000,202000,179000,140000,185000,151000,174000
CUST00491,136000,-100.0,20000,17000,15000,15000,15000,11000,15000,15000,13000,0,0,0
CUST00492,585000,-62.7,54000,53000,56000,59000,74000,46000,60000,58000,59000,66000,0,0
CUST00493,1445000,-47.9,132000,126000,128000,163000,123000,125000,139000,157000,130000,122000,100000,0
CUST00494,574000,12.0,48000,53000,43000,49000,40000,40000,47000,45000,50000,48000,48000,63000
CUST00495,35000,-100.0,5000,4000,5000,3000,5000,4000,4000,5000,0,0,0,0
CUST00496,193000,-20.4,13000,16000,16000,20000,16000,15000,14000,17000,23000,25000,18000,0
CUST00497,152000,-30.9,13000,9000,15000,13000,15000,16000,11000,18000,13000,14000,15000,0
CUST00498,128000,5.9,9000,7000,14000,10000,10000,8000,12000,11000,11000,10000,12000,14000
CUST00499,62000,-64.7,7000,5000,6000,7000,7000,7000,6000,5000,6000,6000,0,0
CUST00500,331000,2.4,24000,23000,27000,35000,27000,23000,25000,21000,39000,35000,26000,26000
CUST00501,335000,-72.3,32000,45000,30000,37000,35000,36000,35000,29000,30000,26000,0,0
CUST00502,34000,-100.0,7000,5000,5000,5000,4000,4000,4000,0,0,0,0,0
CUST00503,79000,0.0,24000,19000,19000,17000,0,0,0,0,0,0,0,0
CUST00504,125000,-33.3,15000,11000,11000,12000,13000,13000,10000,9000,11000,12000,8000,0
CUST00505,265000,-33.8,28000,24000,22000,29000,22000,22000,20000,23000,28000,24000,23000,0
CUST00506,16000,-100.0,3000,3000,2000,1000,2000,2000,1000,2000,0,0,0,0
CUST00507,557000,-37.3,40000,55000,51000,48000,55000,46000,48000,63000,50000,55000,46000,0
CUST00508,3000,0.0,1000,1000,0,1000,0,0,0,0,0,0,0,0
CUST00509,239000,-42.9,18000,22000,15000,27000,17000,19000,27000,23000,27000,24000,20000,0
CUST00510,4864000,-7.3,443000,364000,401000,497000,357000,370000,403000,449000,410000,328000,479000,363000
CUST00511,2010000,46.4,92000,87000,114000,136000,158000,154000,168000,138000,209000,176000,257000,321000
CUST00512,213000,-100.0,41000,39000,35000,32000,26000,21000,19000,0,0,0,0,0
CUST00513,8566000,24.9,316000,398000,435000,599000,484000,738000,696000,1052000,740000,984000,1031000,1093000
CUST00514,1305000,-31.9,148000,90000,95000,113000,121000,143000,113000,124000,117000,131000,110000,0
CUST00515,1322000,-33.2,86000,119000,106000,129000,147000,111000,108000,145000,121000,93000,157000,0
CUST00516,866000,-45.3,69000,95000,53000,67000,72000,80000,102000,62000,114000,69000,83000,0
CUST00517,525000,-22.8,43000,54000,38000,37000,35000,61000,43000,51000,51000,38000,39000,35000
CUST00518,27000,-100.0,4000,3000,4000,4000,3000,3000,3000,3000,0,0,0,0
CUST00519,5741000,15.4,342000,364000,329000,428000,422000,407000,573000,539000,489000,574000,566000,708000
CUST00520,21000,0.0,4000,4000,3000,4000,3000,3000,0,0,0,0,0,0
CUST00521,399000,-100.0,54000,45000,45000,53000,51000,41000,43000,38000,29000,0,0,0
CUST00522,10000,-66.7,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,0,0
CUST00523,145000,-19.4,12000,13000,10000,16000,13000,16000,11000,12000,13000,15000,14000,0
CUST00524,1425000,-47.2,151000,126000,150000,157000,118000,101000,161000,142000,104000,106000,109000,0
CUST00525,2778000,-1.8,250000,214000,226000,266000,184000,294000,257000,180000,241000,194000,222000,250000
CUST00526,474000,-12.1,32000,35000,33000,32000,39000,40000,49000,46000,45000,35000,39000,49000
CUST00527,39000,-12.5,5000,4000,4000,4000,3000,4000,4000,2000,2000,2000,3000,2000
CUST00528,61000,0.0,12000,10000,13000,11000,15000,0,0,0,0,0,0,0
CUST00529,26000,0.0,12000,8000,6000,0,0,0,0,0,0,0,0,0
CUST00530,747000,-35.3,73000,53000,72000,90000,79000,67000,58000,69000,63000,56000,67000,0
CUST00531,1158000,15.1,63000,84000,105000,71000,86000,108000,77000,106000,115000,116000,127000,100000
CUST00532,16000,-100.0,3000,2000,1000,2000,2000,2000,2000,2000,0,0,0,0
CUST00533,1429000,6.3,112000,130000,143000,97000,94000,137000,98000,125000,124000,106000,142000,121000
CUST00534,457000,32.2,26000,22000,37000,30000,40000,35000,37000,40000,38000,46000,47000,59000
CUST00535,581000,6.2,57000,50000,38000,43000,37000,59000,44000,50000,50000,49000,53000,51000
CUST00536,1334000,-25.2,115000,99000,123000,133000,120000,148000,124000,128000,89000,105000,150000,0
CUST00537,555000,-20.5,46000,55000,49000,36000,43000,55000,54000,44000,53000,48000,45000,27000
CUST00538,114000,-47.1,12000,10000,10000,8000,13000,9000,9000,10000,15000,10000,8000,0
CUST00539,256000,-1.6,24000,18000,29000,21000,23000,20000,22000,19000,20000,23000,18000,19000
CUST00540,23000,0.0,5000,4000,4000,3000,4000,3000,0,0,0,0,0,0
CUST00541,142000,-23.7,13000,13000,12000,11000,12000,14000,13000,11000,14000,13000,16000,0
CUST00542,514000,-42.4,45000,65000,51000,45000,52000,37000,41000,52000,46000,42000,38000,0
CUST00543,6000,0.0,2000,2000,2000,0,0,0,0,0,0,0,0,0
CUST00544,39000,-100.0,6000,6000,7000,6000,6000,5000,3000,0,0,0,0,0
CUST00545,4472000,11.4,183000,200000,239000,284000,441000,281000,296000,461000,588000,366000,602000,531000
CUST00546,414000,-28.3,26000,31000,34000,36000,32000,37000,43000,41000,43000,49000,42000,0
CUST00547,2166000,-34.6,157000,129000,189000,223000,173000,190000,237000,214000,217000,249000,188000,0
CUST00548,11090000,11.7,596000,602000,664000,881000,937000,667000,1124000,996000,1065000,1328000,1032000,1198000
CUST00549,18000,-100.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,0,0,0
CUST00550,299000,-24.7,15000,22000,27000,22000,29000,28000,27000,26000,36000,29000,38000,0
CUST00551,730000,-27.5,59000,80000,66000,68000,56000,56000,58000,71000,71000,71000,74000,0
CUST00552,1005000,-23.8,87000,90000,77000,75000,107000,88000,95000,89000,89000,117000,91000,0
CUST00553,996000,-27.2,86000,105000,109000,103000,87000,105000,79000,81000,72000,85000,84000,0
CUST00554,160000,-100.0,23000,20000,14000,27000,21000,18000,18000,19000,0,0,0,0
CUST00555,2965000,25.0,129000,137000,140000,195000,194000,217000,253000,262000,353000,439000,324000,322000
CUST00556,531000,-28.4,46000,57000,53000,55000,40000,50000,44000,43000,47000,53000,43000,0
CUST00557,1740000,31.2,113000,113000,116000,112000,176000,109000,143000,157000,133000,207000,168000,193000
CUST00558,474000,-20.5,41000,44000,45000,40000,44000,50000,41000,42000,34000,46000,47000,0
CUST00559,656000,-26.3,51000,48000,62000,52000,54000,59000,60000,68000,62000,65000,75000,0
CUST00560,787000,-34.0,73000,53000,103000,76000,73000,87000,75000,61000,58000,68000,60000,0
CUST00561,896000,23.5,49000,57000,60000,52000,65000,70000,83000,92000,68000,94000,105000,101000
CUST00562,502000,-28.1,44000,34000,38000,35000,45000,43000,50000,53000,50000,50000,60000,0
CUST00563,103000,-100.0,11000,10000,12000,14000,10000,11000,13000,10000,12000,0,0,0
CUST00564,854000,-69.9,76000,84000,76000,72000,84000,112000,86000,89000,94000,81000,0,0
CUST00565,152000,-7.0,10000,9000,15000,11000,13000,11000,17000,15000,11000,14000,13000,13000
CUST00566,463000,15.6,34000,43000,34000,38000,39000,40000,38000,30000,41000,41000,42000,43000
CUST00567,220000,-72.4,29000,25000,27000,25000,23000,17000,20000,18000,20000,16000,0,0
CUST00568,2152000,71.1,108000,119000,126000,157000,132000,195000,134000,176000,175000,252000,293000,285000
CUST00569,35000,-37.5,4000,4000,4000,3000,4000,3000,3000,2000,3000,2000,3000,0
CUST00570,649000,10.1,48000,39000,55000,49000,62000,41000,57000,47000,65000,62000,54000,70000
CUST00571,186000,-46.2,21000,15000,16000,19000,18000,17000,17000,18000,17000,13000,15000,0
CUST00572,191000,-58.3,22000,22000,24000,16000,18000,21000,20000,16000,12000,20000,0,0
CUST00573,880000,-30.2,70000,64000,84000,75000,77000,82000,83000,94000,75000,86000,90000,0
