customerId,sessionId
CUST00423,SESS0001076
CUST00423,SESS0001077
CUST00423,SESS0001078
CUST00423,SESS0001079
CUST00424,SESS0001080
CUST00424,SESS0001081
CUST00424,SESS0001082
CUST00424,SESS0001083
CUST00424,SESS0001084
CUST00424,SESS0001085
CUST00424,SESS0001086
CUST00424,SESS0001087
CUST00425,SESS0001088
CUST00425,SESS0001089
CUST00425,SESS0001090
CUST00425,SESS0001091
CUST00427,SESS0001092
CUST00427,SESS0001093
CUST00429,SESS0001094
CUST00429,SESS0001095
CUST00429,SESS0001096
CUST00429,SESS0001097
CUST00432,SESS0001098
CUST00433,SESS0001099
CUST00433,SESS0001100
CUST00433,SESS0001101
CUST00434,SESS0001102
CUST00434,SESS0001103
CUST00435,SESS0001104
CUST00435,SESS0001105
CUST00435,SESS0001106
CUST00435,SESS0001107
CUST00435,SESS0001108
CUST00435,SESS0001109
CUST00435,SESS0001110
CUST00436,SESS0001111
CUST00436,SESS0001112
CUST00436,SESS0001113
CUST00437,SESS0001114
CUST00437,SESS0001115
CUST00437,SESS0001116
CUST00437,SESS0001117
CUST00437,SESS0001118
CUST00437,SESS0001119
CUST00437,SESS0001120
CUST00438,SESS0001121
CUST00440,SESS0001122
CUST00440,SESS0001123
CUST00440,SESS0001124
CUST00440,SESS0001125
CUST00442,SESS0001126
CUST00442,SESS0001127
CUST00444,SESS0001128
CUST00444,SESS0001129
CUST00444,SESS0001130
CUST00445,SESS0001131
CUST00445,SESS0001132
CUST00445,SESS0001133
CUST00446,SESS0001134
CUST00446,SESS0001135
CUST00446,SESS0001136
CUST00447,SESS0001137
CUST00447,SESS0001138
CUST00448,SESS0001139
CUST00449,SESS0001140
CUST00449,SESS0001141
CUST00449,SESS0001142
CUST00449,SESS0001143
CUST00449,SESS0001144
CUST00450,SESS0001145
CUST00450,SESS0001146
CUST00450,SESS0001147
CUST00450,SESS0001148
CUST00450,SESS0001149
CUST00450,SESS0001150
CUST00451,SESS0001151
CUST00451,SESS0001152
CUST00451,SESS0001153
CUST00451,SESS0001154
CUST00453,SESS0001155
CUST00454,SESS0001156
CUST00454,SESS0001157
CUST00455,SESS0001158
CUST00455,SESS0001159
CUST00455,SESS0001160
CUST00455,SESS0001161
CUST00456,SESS0001162
CUST00456,SESS0001163
CUST00456,SESS0001164
CUST00457,SESS0001165
CUST00458,SESS0001166
CUST00461,SESS0001167
CUST00461,SESS0001168
CUST00461,SESS0001169
CUST00462,SESS0001170
CUST00462,SESS0001171
CUST00462,SESS0001172
CUST00463,SESS0001173
CUST00464,SESS0001174
CUST00464,SESS0001175
CUST00464,SESS0001176
CUST00464,SESS0001177
CUST00464,SESS0001178
CUST00465,SESS0001179
CUST00465,SESS0001180
CUST00466,SESS0001181
CUST00466,SESS0001182
CUST00466,SESS0001183
CUST00467,SESS0001184
CUST00467,SESS0001185
CUST00467,SESS0001186
CUST00467,SESS0001187
CUST00468,SESS0001188
CUST00468,SESS0001189
CUST00469,SESS0001190
CUST00469,SESS0001191
CUST00469,SESS0001192
CUST00470,SESS0001193
CUST00470,SESS0001194
CUST00470,SESS0001195
CUST00470,SESS0001196
CUST00471,SESS0001197
CUST00471,SESS0001198
CUST00471,SESS0001199
CUST00471,SESS0001200
CUST00472,SESS0001201
CUST00472,SESS0001202
CUST00472,SESS0001203
CUST00472,SESS0001204
CUST00472,SESS0001205
CUST00473,SESS0001206
CUST00473,SESS0001207
CUST00473,SESS0001208
CUST00473,SESS0001209
CUST00473,SESS0001210
CUST00474,SESS0001211
CUST00474,SESS0001212
CUST00474,SESS0001213
CUST00474,SESS0001214
CUST00474,SESS0001215
CUST00475,SESS0001216
CUST00475,SESS0001217
CUST00475,SESS0001218
CUST00476,SESS0001219
CUST00476,SESS0001220
CUST00476,SESS0001221
CUST00477,SESS0001222
CUST00477,SESS0001223
CUST00477,SESS0001224
CUST00477,SESS0001225
CUST00478,SESS0001226
CUST00478,SESS0001227
CUST00478,SESS0001228
CUST00478,SESS0001229
CUST00479,SESS0001230
CUST00479,SESS0001231
CUST00479,SESS0001232
CUST00479,SESS0001233
CUST00480,SESS0001234
CUST00480,SESS0001235
CUST00480,SESS0001236
CUST00480,SESS0001237
CUST00480,SESS0001238
CUST00480,SESS0001239
CUST00481,SESS0001240
CUST00481,SESS0001241
CUST00481,SESS0001242
CUST00482,SESS0001243
CUST00483,SESS0001244
CUST00483,SESS0001245
CUST00484,SESS0001246
CUST00484,SESS0001247
CUST00485,SESS0001248
CUST00485,SESS0001249
CUST00485,SESS0001250
CUST00485,SESS0001251
CUST00485,SESS0001252
CUST00485,SESS0001253
CUST00485,SESS0001254
CUST00485,SESS0001255
CUST00486,SESS0001256
CUST00486,SESS0001257
CUST00486,SESS0001258
CUST00487,SESS0001259
CUST00487,SESS0001260
CUST00487,SESS0001261
CUST00488,SESS0001262
CUST00488,SESS0001263
CUST00488,SESS0001264
CUST00489,SESS0001265
CUST00490,SESS0001266
CUST00491,SESS0001267
CUST00491,SESS0001268
CUST00492,SESS0001269
CUST00492,SESS0001270
CUST00492,SESS0001271
CUST00492,SESS0001272
CUST00493,SESS0001273
CUST00493,SESS0001274
CUST00494,SESS0001275
CUST00494,SESS0001276
CUST00494,SESS0001277
CUST00494,SESS0001278
CUST00495,SESS0001279
CUST00495,SESS0001280
CUST00496,SESS0001281
CUST00496,SESS0001282
CUST00497,SESS0001283
CUST00497,SESS0001284
CUST00498,SESS0001285
CUST00499,SESS0001286
CUST00499,SESS0001287
CUST00499,SESS0001288
CUST00500,SESS0001289
CUST00500,SESS0001290
CUST00500,SESS0001291
CUST00500,SESS0001292
CUST00502,SESS0001293
CUST00503,SESS0001294
CUST00505,SESS0001295
CUST00505,SESS0001296
CUST00507,SESS0001297
CUST00507,SESS0001298
CUST00507,SESS0001299
CUST00509,SESS0001300
CUST00510,SESS0001301
CUST00510,SESS0001302
CUST00510,SESS0001303
CUST00510,SESS0001304
CUST00510,SESS0001305
CUST00510,SESS0001306
CUST00511,SESS0001307
CUST00511,SESS0001308
CUST00511,SESS0001309
CUST00511,SESS0001310
CUST00511,SESS0001311
CUST00511,SESS0001312
CUST00513,SESS0001313
CUST00513,SESS0001314
CUST00513,SESS0001315
CUST00514,SESS0001316
CUST00514,SESS0001317
CUST00516,SESS0001318
CUST00516,SESS0001319
CUST00517,SESS0001320
CUST00517,SESS0001321
CUST00517,SESS0001322
CUST00519,SESS0001323
CUST00519,SESS0001324
CUST00519,SESS0001325
CUST00519,SESS0001326
CUST00522,SESS0001327
CUST00523,SESS0001328
CUST00523,SESS0001329
CUST00523,SESS0001330
CUST00524,SESS0001331
CUST00524,SESS0001332
CUST00525,SESS0001333
CUST00525,SESS0001334
CUST00525,SESS0001335
CUST00525,SESS0001336
CUST00525,SESS0001337
CUST00525,SESS0001338
CUST00525,SESS0001339
CUST00526,SESS0001340
CUST00527,SESS0001341
CUST00528,SESS0001342
CUST00528,SESS0001343
CUST00528,SESS0001344
CUST00529,SESS0001345
CUST00529,SESS0001346
CUST00530,SESS0001347
CUST00531,SESS0001348
CUST00531,SESS0001349
CUST00531,SESS0001350
CUST00533,SESS0001351
CUST00533,SESS0001352
CUST00535,SESS0001353
CUST00535,SESS0001354
CUST00535,SESS0001355
CUST00535,SESS0001356
CUST00536,SESS0001357
CUST00537,SESS0001358
CUST00537,SESS0001359
CUST00538,SESS0001360
CUST00538,SESS0001361
CUST00538,SESS0001362
CUST00538,SESS0001363
CUST00538,SESS0001364
CUST00539,SESS0001365
CUST00539,SESS0001366
CUST00539,SESS0001367
CUST00539,SESS0001368
CUST00539,SESS0001369
CUST00541,SESS0001370
CUST00542,SESS0001371
CUST00542,SESS0001372
CUST00542,SESS0001373
CUST00543,SESS0001374
CUST00543,SESS0001375
CUST00544,SESS0001376
CUST00545,SESS0001377
CUST00545,SESS0001378
CUST00545,SESS0001379
CUST00545,SESS0001380
CUST00545,SESS0001381
CUST00546,SESS0001382
CUST00546,SESS0001383
CUST00546,SESS0001384
CUST00547,SESS0001385
CUST00547,SESS0001386
CUST00547,SESS0001387
CUST00547,SESS0001388
CUST00547,SESS0001389
CUST00548,SESS0001390
CUST00548,SESS0001391
CUST00548,SESS0001392
CUST00548,SESS0001393
CUST00548,SESS0001394
CUST00549,SESS0001395
CUST00550,SESS0001396
CUST00551,SESS0001397
CUST00552,SESS0001398
CUST00552,SESS0001399
CUST00552,SESS0001400
CUST00553,SESS0001401
CUST00554,SESS0001402
CUST00555,SESS0001403
CUST00555,SESS0001404
CUST00555,SESS0001405
CUST00555,SESS0001406
CUST00556,SESS0001407
CUST00556,SESS0001408
CUST00557,SESS0001409
CUST00557,SESS0001410
CUST00557,SESS0001411
CUST00557,SESS0001412
CUST00557,SESS0001413
CUST00557,SESS0001414
CUST00557,SESS0001415
CUST00558,SESS0001416
CUST00558,SESS0001417
CUST00558,SESS0001418
CUST00558,SESS0001419
CUST00558,SESS0001420
CUST00559,SESS0001421
CUST00559,SESS0001422
CUST00559,SESS0001423
CUST00559,SESS0001424
CUST00560,SESS0001425
CUST00561,SESS0001426
CUST00561,SESS0001427
CUST00561,SESS0001428
CUST00562,SESS0001429
CUST00562,SESS0001430
CUST00563,SESS0001431
CUST00564,SESS0001432
CUST00564,SESS0001433
CUST00564,SESS0001434
CUST00564,SESS0001435
CUST00566,SESS0001436
CUST00566,SESS0001437
CUST00567,SESS0001438
CUST00568,SESS0001439
CUST00568,SESS0001440
CUST00568,SESS0001441
CUST00568,SESS0001442
CUST00569,SESS0001443
CUST00569,SESS0001444
CUST00570,SESS0001445
CUST00570,SESS0001446
CUST00570,SESS0001447
CUST00572,SESS0001448
CUST00573,SESS0001449
CUST00575,SESS0001450
CUST00576,SESS0001451
CUST00576,SESS0001452
CUST00576,SESS0001453
CUST00576,SESS0001454
CUST00576,SESS0001455
CUST00577,SESS0001456
CUST00578,SESS0001457
CUST00578,SESS0001458
CUST00578,SESS0001459
CUST00578,SESS0001460
CUST00580,SESS0001461
CUST00581,SESS0001462
CUST00581,SESS0001463
CUST00581,SESS0001464
CUST00582,SESS0001465
CUST00582,SESS0001466
CUST00582,SESS0001467
CUST00582,SESS0001468
CUST00583,SESS0001469
CUST00583,SESS0001470
CUST00583,SESS0001471
CUST00584,SESS0001472
CUST00584,SESS0001473
CUST00584,SESS0001474
CUST00585,SESS0001475
CUST00586,SESS0001476
CUST00586,SESS0001477
CUST00586,SESS0001478
CUST00587,SESS0001479
CUST00587,SESS0001480
CUST00588,SESS0001481
CUST00589,SESS0001482
CUST00589,SESS0001483
CUST00589,SESS0001484
CUST00589,SESS0001485
CUST00590,SESS0001486
CUST00590,SESS0001487
CUST00590,SESS0001488
CUST00590,SESS0001489
CUST00590,SESS0001490
CUST00590,SESS0001491
CUST00590,SESS0001492
CUST00590,SESS0001493
CUST00590,SESS0001494
CUST00592,SESS0001495
CUST00592,SESS0001496
CUST00593,SESS0001497
CUST00593,SESS0001498
CUST00593,SESS0001499
CUST00593,SESS0001500
CUST00594,SESS0001501
CUST00595,SESS0001502
CUST00595,SESS0001503
CUST00595,SESS0001504
CUST00595,SESS0001505
CUST00595,SESS0001506
CUST00598,SESS0001507
CUST00598,SESS0001508
CUST00598,SESS0001509
CUST00598,SESS0001510
CUST00598,SESS0001511
CUST00598,SESS0001512
CUST00598,SESS0001513
CUST00600,SESS0001514
CUST00600,SESS0001515
CUST00600,SESS0001516
CUST00601,SESS0001517
CUST00601,SESS0001518
CUST00606,SESS0001519
CUST00606,SESS0001520
CUST00607,SESS0001521
CUST00608,SESS0001522
CUST00608,SESS0001523
CUST00608,SESS0001524
CUST00608,SESS0001525
CUST00608,SESS0001526
CUST00608,SESS0001527
CUST00608,SESS0001528
CUST00609,SESS0001529
CUST00609,SESS0001530
CUST00609,SESS0001531
CUST00609,SESS0001532
CUST00609,SESS0001533
CUST00610,SESS0001534
CUST00610,SESS0001535
CUST00610,SESS0001536
CUST00611,SESS0001537
CUST00611,SESS0001538
CUST00611,SESS0001539
CUST00612,SESS0001540
CUST00612,SESS0001541
CUST00613,SESS0001542
CUST00613,SESS0001543
CUST00615,SESS0001544
CUST00615,SESS0001545
CUST00615,SESS0001546
CUST00616,SESS0001547
CUST00616,SESS0001548
CUST00618,SESS0001549
CUST00618,SESS0001550
CUST00618,SESS0001551
CUST00618,SESS0001552
CUST00618,SESS0001553
CUST00618,SESS0001554
CUST00619,SESS0001555
CUST00619,SESS0001556
CUST00619,SESS0001557
CUST00619,SESS0001558
CUST00619,SESS0001559
CUST00619,SESS0001560
CUST00620,SESS0001561
CUST00620,SESS0001562
CUST00620,SESS0001563
CUST00620,SESS0001564
CUST00620,SESS0001565
CUST00622,SESS0001566
CUST00622,SESS0001567
CUST00622,SESS0001568
CUST00624,SESS0001569
CUST00624,SESS0001570
CUST00626,SESS0001571
CUST00626,SESS0001572
CUST00626,SESS0001573
CUST00626,SESS0001574
CUST00628,SESS0001575
CUST00628,SESS0001576
CUST00628,SESS0001577
CUST00628,SESS0001578
CUST00628,SESS0001579
CUST00628,SESS0001580
CUST00628,SESS0001581
CUST00629,SESS0001582
CUST00629,SESS0001583
CUST00633,SESS0001584
CUST00633,SESS0001585
CUST00633,SESS0001586
CUST00633,SESS0001587
CUST00633,SESS0001588
CUST00633,SESS0001589
CUST00634,SESS0001590
CUST00634,SESS0001591
CUST00634,SESS0001592
CUST00634,SESS0001593
CUST00634,SESS0001594
CUST00634,SESS0001595
CUST00635,SESS0001596
CUST00635,SESS0001597
CUST00635,SESS0001598
CUST00635,SESS0001599
CUST00635,SESS0001600
CUST00635,SESS0001601
CUST00636,SESS0001602
CUST00636,SESS0001603
CUST00636,SESS0001604
CUST00636,SESS0001605
CUST00636,SESS0001606
CUST00636,SESS0001607
CUST00636,SESS0001608
CUST00636,SESS0001609
CUST00637,SESS0001610
CUST00637,SESS0001611
CUST00641,SESS0001612
CUST00643,SESS0001613
CUST00643,SESS0001614
CUST00643,SESS0001615
CUST00643,SESS0001616
CUST00643,SESS0001617
CUST00643,SESS0001618
CUST00644,SESS0001619
CUST00646,SESS0001620
CUST00646,SESS0001621
CUST00647,SESS0001622
CUST00647,SESS0001623
CUST00647,SESS0001624
CUST00647,SESS0001625
CUST00647,SESS0001626
CUST00648,SESS0001627
CUST00648,SESS0001628
CUST00648,SESS0001629
CUST00648,SESS0001630
CUST00649,SESS0001631
CUST00649,SESS0001632
CUST00649,SESS0001633
CUST00650,SESS0001634
CUST00650,SESS0001635
CUST00650,SESS0001636
CUST00650,SESS0001637
CUST00650,SESS0001638
CUST00650,SESS0001639
CUST00651,SESS0001640
CUST00651,SESS0001641
CUST00651,SESS0001642
CUST00651,SESS0001643
CUST00653,SESS0001644
CUST00653,SESS0001645
CUST00653,SESS0001646
CUST00653,SESS0001647
CUST00654,SESS0001648
CUST00654,SESS0001649
CUST00654,SESS0001650
CUST00654,SESS0001651
CUST00655,SESS0001652
CUST00655,SESS0001653
CUST00655,SESS0001654
CUST00655,SESS0001655
CUST00657,SESS0001656
CUST00658,SESS0001657
CUST00659,SESS0001658
CUST00660,SESS0001659
CUST00661,SESS0001660
CUST00661,SESS0001661
CUST00662,SESS0001662
CUST00663,SESS0001663
CUST00663,SESS0001664
CUST00663,SESS0001665
CUST00663,SESS0001666
CUST00664,SESS0001667
CUST00664,SESS0001668
CUST00665,SESS0001669
CUST00666,SESS0001670
CUST00666,SESS0001671
CUST00667,SESS0001672
CUST00667,SESS0001673
CUST00667,SESS0001674
CUST00669,SESS0001675
CUST00669,SESS0001676
CUST00670,SESS0001677
CUST00672,SESS0001678
CUST00672,SESS0001679
CUST00672,SESS0001680
CUST00674,SESS0001681
CUST00675,SESS0001682
CUST00675,SESS0001683
CUST00676,SESS0001684
CUST00676,SESS0001685
CUST00678,SESS0001686
CUST00678,SESS0001687
CUST00679,SESS0001688
CUST00679,SESS0001689
CUST00679,SESS0001690
CUST00679,SESS0001691
CUST00680,SESS0001692
CUST00681,SESS0001693
CUST00681,SESS0001694
CUST00681,SESS0001695
CUST00681,SESS0001696
CUST00681,SESS0001697
CUST00682,SESS0001698
CUST00683,SESS0001699
CUST00683,SESS0001700
CUST00683,SESS0001701
CUST00683,SESS0001702
CUST00683,SESS0001703
CUST00683,SESS0001704
CUST00683,SESS0001705
CUST00683,SESS0001706
CUST00683,SESS0001707
CUST00683,SESS0001708
CUST00684,SESS0001709
CUST00684,SESS0001710
CUST00684,SESS0001711
CUST00685,SESS0001712
CUST00686,SESS0001713
CUST00686,SESS0001714
CUST00686,SESS0001715
CUST00686,SESS0001716
CUST00687,SESS0001717
CUST00687,SESS0001718
CUST00687,SESS0001719
CUST00690,SESS0001720
CUST00690,SESS0001721
CUST00690,SESS0001722
CUST00690,SESS0001723
CUST00690,SESS0001724
CUST00691,SESS0001725
CUST00692,SESS0001726
CUST00693,SESS0001727
CUST00694,SESS0001728
CUST00694,SESS0001729
CUST00694,SESS0001730
CUST00694,SESS0001731
CUST00694,SESS0001732
CUST00695,SESS0001733
CUST00696,SESS0001734
CUST00696,SESS0001735
CUST00697,SESS0001736
CUST00698,SESS0001737
CUST00698,SESS0001738
CUST00700,SESS0001739
CUST00700,SESS0001740
CUST00701,SESS0001741
CUST00701,SESS0001742
CUST00702,SESS0001743
CUST00705,SESS0001744
CUST00706,SESS0001745
CUST00706,SESS0001746
CUST00706,SESS0001747
CUST00707,SESS0001748
CUST00707,SESS0001749
CUST00709,SESS0001750
CUST00709,SESS0001751
CUST00709,SESS0001752
CUST00709,SESS0001753
CUST00709,SESS0001754
CUST00709,SESS0001755
CUST00710,SESS0001756
CUST00710,SESS0001757
CUST00710,SESS0001758
CUST00712,SESS0001759
CUST00712,SESS0001760
CUST00712,SESS0001761
CUST00715,SESS0001762
CUST00715,SESS0001763
CUST00716,SESS0001764
CUST00716,SESS0001765
CUST00717,SESS0001766
CUST00717,SESS0001767
CUST00718,SESS0001768
CUST00718,SESS0001769
CUST00718,SESS0001770
CUST00718,SESS0001771
CUST00718,SESS0001772
CUST00718,SESS0001773
CUST00719,SESS0001774
CUST00719,SESS0001775
CUST00720,SESS0001776
CUST00721,SESS0001777
CUST00721,SESS0001778
CUST00721,SESS0001779
CUST00721,SESS0001780
CUST00721,SESS0001781
CUST00721,SESS0001782
CUST00722,SESS0001783
CUST00722,SESS0001784
CUST00723,SESS0001785
CUST00723,SESS0001786
CUST00723,SESS0001787
CUST00723,SESS0001788
CUST00725,SESS0001789
CUST00725,SESS0001790
CUST00725,SESS0001791
CUST00725,SESS0001792
CUST00725,SESS0001793
CUST00726,SESS0001794
CUST00726,SESS0001795
CUST00726,SESS0001796
CUST00726,SESS0001797
CUST00727,SESS0001798
CUST00727,SESS0001799
CUST00727,SESS0001800
CUST00728,SESS0001801
CUST00728,SESS0001802
CUST00728,SESS0001803
CUST00728,SESS0001804
CUST00728,SESS0001805
CUST00729,SESS0001806
CUST00729,SESS0001807
CUST00729,SESS0001808
CUST00729,SESS0001809
CUST00730,SESS0001810
CUST00730,SESS0001811
CUST00731,SESS0001812
CUST00731,SESS0001813
CUST00732,SESS0001814
CUST00732,SESS0001815
CUST00733,SESS0001816
CUST00733,SESS0001817
CUST00733,SESS0001818
CUST00733,SESS0001819
CUST00733,SESS0001820
CUST00733,SESS0001821
CUST00733,SESS0001822
CUST00733,SESS0001823
CUST00733,SESS0001824
CUST00734,SESS0001825
CUST00734,SESS0001826
CUST00735,SESS0001827
CUST00735,SESS0001828
CUST00735,SESS0001829
CUST00735,SESS0001830
CUST00736,SESS0001831
CUST00738,SESS0001832
CUST00740,SESS0001833
CUST00740,SESS0001834
CUST00740,SESS0001835
CUST00741,SESS0001836
CUST00741,SESS0001837
CUST00741,SESS0001838
CUST00742,SESS0001839
CUST00742,SESS0001840
CUST00743,SESS0001841
CUST00743,SESS0001842
CUST00744,SESS0001843
CUST00744,SESS0001844
CUST00744,SESS0001845
CUST00744,SESS0001846
CUST00745,SESS0001847
CUST00745,SESS0001848
CUST00745,SESS0001849
CUST00745,SESS0001850
CUST00746,SESS0001851
CUST00746,SESS0001852
CUST00746,SESS0001853
CUST00746,SESS0001854
CUST00746,SESS0001855
CUST00747,SESS0001856
CUST00747,SESS0001857
CUST00747,SESS0001858
CUST00748,SESS0001859
CUST00748,SESS0001860
CUST00748,SESS0001861
CUST00748,SESS0001862
CUST00749,SESS0001863
CUST00749,SESS0001864
CUST00749,SESS0001865
CUST00749,SESS0001866
CUST00751,SESS0001867
CUST00751,SESS0001868
CUST00751,SESS0001869
CUST00752,SESS0001870
CUST00752,SESS0001871
CUST00752,SESS0001872
CUST00753,SESS0001873
CUST00753,SESS0001874
CUST00754,SESS0001875
CUST00754,SESS0001876
CUST00754,SESS0001877
CUST00755,SESS0001878
CUST00755,SESS0001879
CUST00757,SESS0001880
CUST00758,SESS0001881
CUST00758,SESS0001882
CUST00759,SESS0001883
CUST00759,SESS0001884
CUST00759,SESS0001885
CUST00759,SESS0001886
CUST00759,SESS0001887
CUST00762,SESS0001888
CUST00763,SESS0001889
CUST00763,SESS0001890
CUST00763,SESS0001891
CUST00763,SESS0001892
CUST00763,SESS0001893
CUST00763,SESS0001894
CUST00764,SESS0001895
CUST00764,SESS0001896
CUST00764,SESS0001897
CUST00764,SESS0001898
CUST00766,SESS0001899
CUST00766,SESS0001900
CUST00767,SESS0001901
CUST00767,SESS0001902
CUST00767,SESS0001903
CUST00767,SESS0001904
CUST00768,SESS0001905
CUST00768,SESS0001906
CUST00768,SESS0001907
CUST00769,SESS0001908
CUST00769,SESS0001909
CUST00769,SESS0001910
CUST00769,SESS0001911
CUST00770,SESS0001912
CUST00770,SESS0001913
CUST00770,SESS0001914
CUST00771,SESS0001915
CUST00771,SESS0001916
CUST00771,SESS0001917
CUST00771,SESS0001918
CUST00772,SESS0001919
CUST00772,SESS0001920
CUST00772,SESS0001921
CUST00772,SESS0001922
CUST00772,SESS0001923
CUST00772,SESS0001924
CUST00773,SESS0001925
CUST00773,SESS0001926
CUST00773,SESS0001927
CUST00773,SESS0001928
CUST00773,SESS0001929
CUST00774,SESS0001930
CUST00774,SESS0001931
CUST00775,SESS0001932
CUST00775,SESS0001933
CUST00775,SESS0001934
CUST00775,SESS0001935
CUST00775,SESS0001936
CUST00775,SESS0001937
CUST00776,SESS0001938
CUST00777,SESS0001939
CUST00777,SESS0001940
CUST00778,SESS0001941
CUST00778,SESS0001942
CUST00778,SESS0001943
CUST00779,SESS0001944
CUST00780,SESS0001945
CUST00780,SESS0001946
CUST00781,SESS0001947
CUST00781,SESS0001948
CUST00781,SESS0001949
CUST00783,SESS0001950
CUST00783,SESS0001951
CUST00783,SESS0001952
CUST00784,SESS0001953
CUST00784,SESS0001954
CUST00786,SESS0001955
CUST00786,SESS0001956
CUST00786,SESS0001957
CUST00787,SESS0001958
CUST00787,SESS0001959
CUST00788,SESS0001960
CUST00788,SESS0001961
CUST00788,SESS0001962
CUST00789,SESS0001963
CUST00789,SESS0001964
CUST00790,SESS0001965
CUST00790,SESS0001966
CUST00790,SESS0001967
CUST00790,SESS0001968
CUST00790,SESS0001969
CUST00791,SESS0001970
CUST00791,SESS0001971
CUST00792,SESS0001972
CUST00792,SESS0001973
CUST00792,SESS0001974
CUST00792,SESS0001975
CUST00792,SESS0001976
CUST00794,SESS0001977
CUST00794,SESS0001978
CUST00794,SESS0001979
CUST00794,SESS0001980
CUST00795,SESS0001981
CUST00795,SESS0001982
CUST00795,SESS0001983
CUST00795,SESS0001984
CUST00795,SESS0001985
CUST00795,SESS0001986
CUST00796,SESS0001987
CUST00797,SESS0001988
CUST00797,SESS0001989
CUST00797,SESS0001990
CUST00797,SESS0001991
CUST00797,SESS0001992
CUST00797,SESS0001993
CUST00797,SESS0001994
CUST00797,SESS0001995
CUST00797,SESS0001996
CUST00797,SESS0001997
CUST00799,SESS0001998
CUST00799,SESS0001999
CUST00801,SESS0002000
CUST00802,SESS0002001
CUST00802,SESS0002002
CUST00802,SESS0002003
CUST00802,SESS0002004
CUST00803,SESS0002005
CUST00803,SESS0002006
CUST00804,SESS0002007
CUST00805,SESS0002008
CUST00805,SESS0002009
CUST00805,SESS0002010
CUST00806,SESS0002011
CUST00806,SESS0002012
CUST00806,SESS0002013
CUST00806,SESS0002014
CUST00806,SESS0002015
CUST00806,SESS0002016
CUST00807,SESS0002017
CUST00807,SESS0002018
CUST00807,SESS0002019
CUST00807,SESS0002020
CUST00807,SESS0002021
CUST00807,SESS0002022
CUST00808,SESS0002023
CUST00808,SESS0002024
CUST00809,SESS0002025
CUST00809,SESS0002026
CUST00809,SESS0002027
CUST00811,SESS0002028
CUST00812,SESS0002029
CUST00812,SESS0002030
CUST00812,SESS0002031
CUST00814,SESS0002032
CUST00814,SESS0002033
CUST00814,SESS0002034
CUST00814,SESS0002035
CUST00814,SESS0002036
CUST00815,SESS0002037
CUST00815,SESS0002038
CUST00815,SESS0002039
CUST00815,SESS0002040
CUST00815,SESS0002041
CUST00815,SESS0002042
CUST00818,SESS0002043
CUST00819,SESS0002044
CUST00819,SESS0002045
CUST00819,SESS0002046
CUST00820,SESS0002047
CUST00820,SESS0002048
CUST00821,SESS0002049
CUST00821,SESS0002050
CUST00821,SESS0002051
CUST00821,SESS0002052
CUST00821,SESS0002053
CUST00821,SESS0002054
CUST00821,SESS0002055
CUST00821,SESS0002056
CUST00821,SESS0002057
CUST00822,SESS0002058
CUST00822,SESS0002059
CUST00822,SESS0002060
CUST00823,SESS0002061
CUST00823,SESS0002062
CUST00823,SESS0002063
CUST00824,SESS0002064
CUST00824,SESS0002065
CUST00824,SESS0002066
CUST00825,SESS0002067
CUST00826,SESS0002068
CUST00826,SESS0002069
CUST00826,SESS0002070
CUST00826,SESS0002071
CUST00826,SESS0002072
CUST00826,SESS0002073
CUST00826,SESS0002074
CUST00827,SESS0002075
CUST00827,SESS0002076
CUST00827,SESS0002077
CUST00827,SESS0002078
CUST00828,SESS0002079
CUST00828,SESS0002080
CUST00830,SESS0002081
CUST00830,SESS0002082
CUST00831,SESS0002083
CUST00831,SESS0002084
CUST00831,SESS0002085
CUST00831,SESS0002086
CUST00831,SESS0002087
CUST00832,SESS0002088
CUST00832,SESS0002089
CUST00832,SESS0002090
CUST00832,SESS0002091
CUST00833,SESS0002092
CUST00833,SESS0002093
CUST00833,SESS0002094
CUST00834,SESS0002095
CUST00834,SESS0002096
CUST00835,SESS0002097
CUST00836,SESS0002098
CUST00836,SESS0002099
CUST00837,SESS0002100
CUST00837,SESS0002101
CUST00840,SESS0002102
CUST00840,SESS0002103
CUST00840,SESS0002104
CUST00840,SESS0002105
CUST00840,SESS0002106
CUST00840,SESS0002107
CUST00840,SESS0002108
CUST00840,SESS0002109
CUST00840,SESS0002110
CUST00841,SESS0002111
CUST00841,SESS0002112
CUST00841,SESS0002113
CUST00841,SESS0002114
CUST00841,SESS0002115
CUST00841,SESS0002116
CUST00841,SESS0002117
CUST00841,SESS0002118
CUST00841,SESS0002119
CUST00842,SESS0002120
CUST00842,SESS0002121
CUST00843,SESS0002122
CUST00843,SESS0002123
CUST00844,SESS0002124
CUST00844,SESS0002125
CUST00844,SESS0002126
CUST00844,SESS0002127
CUST00844,SESS0002128
CUST00845,SESS0002129
CUST00846,SESS0002130
CUST00847,SESS0002131
CUST00847,SESS0002132
CUST00848,SESS0002133
CUST00848,SESS0002134
CUST00849,SESS0002135
CUST00849,SESS0002136
CUST00849,SESS0002137
CUST00850,SESS0002138
CUST00852,SESS0002139
CUST00852,SESS0002140
CUST00852,SESS0002141
CUST00853,SESS0002142
CUST00853,SESS0002143
CUST00855,SESS0002144
CUST00855,SESS0002145
CUST00856,SESS0002146
CUST00856,SESS0002147
CUST00856,SESS0002148
CUST00857,SESS0002149
CUST00859,SESS0002150
CUST00859,SESS0002151
