productIdA,productIdB,count
P00080,P00164,2
P00065,P00088,2
P00055,P00140,2
P00125,P00156,2
P00121,P00153,2
P00008,P00077,2
P00010,P00107,2
P00002,P00102,2
P00044,P00110,2
P00040,P00110,2
P00003,P00044,2
P00049,P00142,2
P00073,P00081,2
P00101,P00168,2
P00008,P00141,2
P00007,P00047,2
P00025,P00026,2
P00001,P00100,2
P00001,P00099,2
P00009,P00079,2
P00009,P00076,2
P00021,P00027,2
P00075,P00084,2
P00049,P00127,2
P00065,P00087,2
P00075,P00088,2
P00042,P00135,2
P00075,P00085,2
P00072,P00121,2
P00070,P00131,2
P00102,P00172,2
P00009,P00031,2
P00015,P00116,2
P00015,P00108,2
P00006,P00031,2
P00047,P00124,2
P00004,P00084,2
P00172,P00175,2
P00156,P00170,2
P00040,P00133,2
P00075,P00087,2
P00039,P00109,2
P00012,P00162,2
P00008,P00154,2
P00103,P00160,2
P00061,P00086,2
P00082,P00157,2
P00049,P00062,2
P00094,P00160,2
P00005,P00141,2
P00103,P00147,2
P00084,P00111,2
P00081,P00112,2
P00129,P00153,2
P00047,P00127,2
P00084,P00112,2
P00019,P00021,2
P00102,P00150,2
P00083,P00165,2
P00083,P00160,2
P00062,P00132,2
P00005,P00106,2
P00003,P00140,2
P00134,P00150,2
P00127,P00150,2
P00090,P00110,2
P00045,P00124,2
P00049,P00126,2
P00022,P00027,2
P00067,P00090,2
P00086,P00123,2
P00054,P00147,2
P00104,P00144,2
P00041,P00115,2
P00085,P00157,2
P00076,P00165,2
P00025,P00030,2
P00020,P00021,2
P00011,P00116,2
P00007,P00116,2
P00039,P00111,2
P00005,P00102,2
P00075,P00092,2
P00011,P00047,2
P00174,P00179,2
P00005,P00127,2
P00003,P00127,2
P00106,P00138,2
P00041,P00130,2
P00035,P00061,2
P00087,P00160,2
P00035,P00073,2
P00058,P00059,2
P00074,P00079,2
P00012,P00053,2
P00130,P00163,2
P00072,P00130,2
P00057,P00135,2
P00057,P00129,2
P00008,P00131,2
P00090,P00105,2
P00090,P00101,2
P00003,P00137,2
P00048,P00059,2
P00169,P00177,2
P00045,P00121,2
P00033,P00110,2
P00011,P00054,2
P00170,P00173,2
P00167,P00173,2
P00013,P00098,2
P00047,P00054,2
P00064,P00085,2
P00173,P00180,2
P00172,P00173,2
P00168,P00180,2
P00047,P00149,2
P00007,P00099,2
P00080,P00108,2
P00070,P00140,2
P00068,P00143,2
P00086,P00095,2
P00001,P00092,2
P00089,P00151,2
P00079,P00151,2
P00036,P00079,2
P00012,P00105,2
P00066,P00126,2
P00066,P00125,2
P00057,P00074,2
P00064,P00140,2
P00038,P00121,2
P00007,P00085,2
P00172,P00174,2
P00006,P00115,2
P00170,P00177,2
P00170,P00174,2
P00177,P00178,2
P00174,P00178,2
P00072,P00147,2
P00104,P00148,2
P00102,P00148,2
P00050,P00058,2
P00119,P00159,2
P00010,P00122,2
P00008,P00098,2
P00043,P00110,2
P00049,P00129,2
P00170,P00178,2
P00075,P00099,1
P00054,P00131,1
P00060,P00131,1
P00031,P00133,1
P00040,P00056,1
P00056,P00133,1
P00060,P00066,1
P00001,P00046,1
P00042,P00164,1
P00054,P00066,1
P00055,P00066,1
P00042,P00157,1
P00042,P00161,1
P00030,P00071,1
P00082,P00095,1
P00082,P00098,1
P00082,P00103,1
P00089,P00095,1
P00030,P00065,1
P00059,P00122,1
P00059,P00127,1
P00059,P00133,1
P00080,P00143,1
P00062,P00145,1
P00062,P00147,1
P00070,P00145,1
P00070,P00147,1
P00071,P00147,1
P00073,P00145,1
P00014,P00054,1
P00057,P00122,1
P00057,P00123,1
P00057,P00132,1
P00006,P00082,1
P00082,P00117,1
P00002,P00100,1
P00002,P00139,1
P00002,P00143,1
P00073,P00128,1
P00070,P00121,1
P00070,P00127,1
P00070,P00128,1
P00072,P00123,1
P00045,P00115,1
P00108,P00151,1
P00111,P00151,1
P00037,P00134,1
P00036,P00123,1
P00072,P00127,1
P00072,P00128,1
P00072,P00131,1
P00073,P00121,1
P00073,P00123,1
P00073,P00127,1
P00076,P00122,1
P00033,P00061,1
P00033,P00062,1
P00033,P00064,1
P00033,P00065,1
P00033,P00072,1
P00015,P00118,1
P00015,P00119,1
P00014,P00045,1
P00032,P00115,1
P00004,P00104,1
P00006,P00104,1
P00014,P00104,1
P00015,P00104,1
P00062,P00139,1
P00073,P00139,1
P00028,P00136,1
P00008,P00123,1
P00005,P00041,1
P00005,P00045,1
P00005,P00115,1
P00007,P00032,1
P00007,P00041,1
P00011,P00032,1
P00006,P00036,1
P00006,P00037,1
P00006,P00039,1
P00006,P00040,1
P00004,P00102,1
P00084,P00102,1
P00003,P00047,1
P00003,P00124,1
P00006,P00042,1
P00009,P00032,1
P00009,P00034,1
P00009,P00036,1
P00009,P00037,1
P00009,P00039,1
P00006,P00032,1
P00006,P00034,1
P00119,P00151,1
P00011,P00041,1
P00011,P00045,1
P00011,P00115,1
P00014,P00032,1
P00014,P00041,1
P00015,P00112,1
P00006,P00041,1
P00009,P00042,1
P00044,P00093,1
P00044,P00097,1
P00044,P00101,1
P00024,P00112,1
P00031,P00123,1
P00016,P00112,1
P00019,P00109,1
P00074,P00144,1
P00074,P00146,1
P00084,P00144,1
P00084,P00146,1
P00171,P00176,1
P00063,P00084,1
P00009,P00040,1
P00009,P00041,1
P00033,P00123,1
P00029,P00136,1
P00003,P00079,1
P00065,P00150,1
P00070,P00150,1
P00014,P00111,1
P00014,P00152,1
P00063,P00144,1
P00107,P00163,1
P00069,P00144,1
P00005,P00032,1
P00037,P00123,1
P00040,P00123,1
P00041,P00123,1
P00043,P00123,1
P00032,P00123,1
P00067,P00112,1
P00063,P00094,1
P00014,P00159,1
P00111,P00152,1
P00111,P00164,1
P00051,P00142,1
P00051,P00148,1
P00054,P00137,1
P00069,P00148,1
P00065,P00094,1
P00074,P00094,1
P00082,P00092,1
P00080,P00119,1
P00063,P00132,1
P00071,P00132,1
P00073,P00132,1
P00069,P00125,1
P00016,P00109,1
P00054,P00149,1
P00166,P00173,1
P00089,P00092,1
P00069,P00138,1
P00069,P00140,1
P00069,P00146,1
P00019,P00112,1
P00020,P00109,1
P00020,P00112,1
P00024,P00109,1
P00032,P00165,1
P00040,P00165,1
P00045,P00165,1
P00069,P00122,1
P00166,P00179,1
P00046,P00153,1
P00048,P00153,1
P00052,P00153,1
P00053,P00153,1
P00055,P00153,1
P00057,P00153,1
P00062,P00123,1
P00054,P00061,1
P00054,P00062,1
P00054,P00069,1
P00054,P00071,1
P00072,P00148,1
P00035,P00057,1
P00035,P00060,1
P00033,P00128,1
P00041,P00129,1
P00069,P00076,1
P00082,P00116,1
P00003,P00108,1
P00013,P00108,1
P00038,P00120,1
P00042,P00128,1
P00089,P00119,1
P00054,P00142,1
P00054,P00145,1
P00054,P00148,1
P00051,P00137,1
P00004,P00128,1
P00080,P00128,1
P00084,P00128,1
P00043,P00120,1
P00065,P00115,1
P00065,P00116,1
P00065,P00119,1
P00015,P00107,1
P00002,P00089,1
P00013,P00080,1
P00013,P00088,1
P00015,P00080,1
P00013,P00075,1
P00142,P00152,1
P00005,P00056,1
P00005,P00068,1
P00009,P00056,1
P00035,P00124,1
P00015,P00089,1
P00065,P00112,1
P00028,P00078,1
P00071,P00130,1
P00017,P00018,1
P00017,P00078,1
P00018,P00078,1
P00013,P00056,1
P00056,P00068,1
P00013,P00063,1
P00062,P00130,1
P00087,P00098,1
P00087,P00100,1
P00086,P00098,1
P00086,P00100,1
P00086,P00105,1
P00040,P00128,1
P00023,P00078,1
P00036,P00129,1
P00045,P00126,1
P00107,P00155,1
P00107,P00160,1
P00118,P00151,1
P00118,P00153,1
P00118,P00155,1
P00085,P00174,1
P00032,P00163,1
P00033,P00109,1
P00033,P00113,1
P00033,P00163,1
P00011,P00026,1
P00035,P00126,1
P00035,P00129,1
P00036,P00124,1
P00109,P00163,1
P00051,P00061,1
P00055,P00061,1
P00019,P00068,1
P00059,P00146,1
P00059,P00147,1
P00032,P00110,1
P00032,P00113,1
P00009,P00068,1
P00011,P00056,1
P00011,P00068,1
P00019,P00070,1
P00019,P00071,1
P00019,P00131,1
P00068,P00131,1
P00071,P00131,1
P00044,P00069,1
P00062,P00125,1
P00014,P00127,1
P00016,P00029,1
P00022,P00151,1
P00029,P00151,1
P00031,P00118,1
P00056,P00141,1
P00062,P00162,1
P00074,P00125,1
P00074,P00132,1
P00074,P00152,1
P00074,P00156,1
P00074,P00162,1
P00125,P00152,1
P00125,P00158,1
P00086,P00134,1
P00086,P00150,1
P00123,P00150,1
P00125,P00150,1
P00125,P00162,1
P00132,P00152,1
P00132,P00158,1
P00132,P00162,1
P00022,P00111,1
P00022,P00115,1
P00017,P00027,1
P00135,P00154,1
P00057,P00146,1
P00057,P00147,1
P00086,P00125,1
P00086,P00127,1
P00005,P00138,1
P00005,P00140,1
P00106,P00140,1
P00106,P00141,1
P00045,P00127,1
P00045,P00135,1
P00094,P00148,1
P00096,P00148,1
P00003,P00101,1
P00007,P00096,1
P00007,P00097,1
P00007,P00101,1
P00061,P00076,1
P00051,P00058,1
P00016,P00027,1
P00003,P00141,1
P00001,P00127,1
P00002,P00127,1
P00056,P00149,1
P00062,P00152,1
P00062,P00156,1
P00003,P00096,1
P00003,P00097,1
P00003,P00098,1
P00056,P00147,1
P00056,P00148,1
P00155,P00171,1
P00165,P00171,1
P00033,P00075,1
P00035,P00075,1
P00036,P00075,1
P00005,P00142,1
P00090,P00098,1
P00036,P00154,1
P00036,P00160,1
P00058,P00067,1
P00168,P00177,1
P00090,P00096,1
P00008,P00048,1
P00008,P00059,1
P00082,P00115,1
P00088,P00115,1
P00090,P00115,1
P00008,P00096,1
P00008,P00097,1
P00008,P00101,1
P00013,P00096,1
P00007,P00137,1
P00012,P00108,1
P00009,P00074,1
P00010,P00131,1
P00120,P00159,1
P00023,P00118,1
P00008,P00122,1
P00011,P00122,1
P00077,P00115,1
P00003,P00054,1
P00012,P00054,1
P00058,P00094,1
P00058,P00096,1
P00058,P00148,1
P00003,P00106,1
P00003,P00138,1
P00102,P00144,1
P00042,P00074,1
P00043,P00063,1
P00043,P00065,1
P00043,P00074,1
P00044,P00074,1
P00013,P00115,1
P00041,P00063,1
P00041,P00074,1
P00066,P00149,1
P00068,P00138,1
P00088,P00155,1
P00034,P00155,1
P00001,P00047,1
P00154,P00168,1
P00154,P00170,1
P00078,P00099,1
P00076,P00155,1
P00167,P00170,1
P00013,P00097,1
P00013,P00101,1
P00039,P00155,1
P00111,P00124,1
P00115,P00124,1
P00066,P00138,1
P00009,P00052,1
P00012,P00031,1
P00077,P00095,1
P00084,P00095,1
P00009,P00047,1
P00080,P00155,1
P00084,P00155,1
P00012,P00137,1
P00116,P00129,1
P00015,P00154,1
P00015,P00155,1
P00007,P00106,1
P00083,P00094,1
P00083,P00101,1
P00090,P00158,1
P00079,P00094,1
P00004,P00086,1
P00001,P00102,1
P00001,P00104,1
P00001,P00153,1
P00001,P00163,1
P00099,P00153,1
P00115,P00129,1
P00116,P00124,1
P00002,P00140,1
P00103,P00140,1
P00099,P00163,1
P00101,P00153,1
P00102,P00153,1
P00102,P00163,1
P00104,P00153,1
P00104,P00163,1
P00037,P00063,1
P00045,P00113,1
P00007,P00031,1
P00085,P00099,1
P00087,P00099,1
P00025,P00032,1
P00105,P00154,1
P00002,P00103,1
P00004,P00031,1
P00001,P00141,1
P00007,P00141,1
P00022,P00158,1
P00025,P00158,1
P00026,P00158,1
P00063,P00157,1
P00063,P00161,1
P00013,P00045,1
P00015,P00031,1
P00015,P00045,1
P00036,P00050,1
P00036,P00060,1
P00040,P00047,1
P00040,P00050,1
P00040,P00060,1
P00028,P00131,1
P00028,P00135,1
P00043,P00108,1
P00043,P00113,1
P00004,P00045,1
P00006,P00045,1
P00009,P00045,1
P00013,P00031,1
P00082,P00101,1
P00063,P00165,1
P00015,P00161,1
P00015,P00162,1
P00026,P00122,1
P00026,P00131,1
P00026,P00135,1
P00028,P00122,1
P00080,P00156,1
P00080,P00160,1
P00088,P00152,1
P00088,P00156,1
P00088,P00160,1
P00090,P00152,1
P00070,P00142,1
P00023,P00109,1
P00068,P00085,1
P00015,P00142,1
P00061,P00081,1
P00061,P00083,1
P00064,P00081,1
P00064,P00083,1
P00090,P00156,1
P00090,P00160,1
P00035,P00116,1
P00043,P00112,1
P00168,P00173,1
P00015,P00146,1
P00066,P00081,1
P00066,P00083,1
P00066,P00085,1
P00068,P00081,1
P00063,P00163,1
P00083,P00097,1
P00112,P00163,1
P00115,P00163,1
P00084,P00093,1
P00084,P00094,1
P00036,P00047,1
P00035,P00112,1
P00032,P00111,1
P00023,P00107,1
P00166,P00168,1
P00167,P00168,1
P00167,P00169,1
P00013,P00130,1
P00013,P00133,1
P00006,P00054,1
P00001,P00120,1
P00094,P00149,1
P00047,P00117,1
P00047,P00119,1
P00047,P00136,1
P00047,P00142,1
P00015,P00040,1
P00015,P00041,1
P00077,P00154,1
P00077,P00159,1
P00048,P00136,1
P00048,P00142,1
P00048,P00149,1
P00050,P00136,1
P00050,P00142,1
P00050,P00149,1
P00023,P00112,1
P00023,P00113,1
P00065,P00081,1
P00065,P00083,1
P00010,P00120,1
P00012,P00120,1
P00069,P00082,1
P00069,P00083,1
P00032,P00070,1
P00032,P00071,1
P00032,P00073,1
P00035,P00070,1
P00035,P00071,1
P00075,P00091,1
P00041,P00109,1
P00041,P00118,1
P00072,P00139,1
P00077,P00160,1
P00077,P00162,1
P00079,P00154,1
P00079,P00159,1
P00079,P00162,1
P00087,P00154,1
P00087,P00159,1
P00036,P00089,1
P00036,P00151,1
P00036,P00156,1
P00087,P00162,1
P00089,P00154,1
P00089,P00159,1
P00089,P00162,1
P00018,P00025,1
P00094,P00136,1
P00094,P00145,1
P00002,P00092,1
P00012,P00092,1
P00006,P00125,1
P00076,P00103,1
P00077,P00103,1
P00079,P00103,1
P00032,P00118,1
P00032,P00119,1
P00034,P00109,1
P00034,P00111,1
P00034,P00118,1
P00034,P00119,1
P00107,P00150,1
P00110,P00150,1
P00044,P00118,1
P00044,P00119,1
P00013,P00124,1
P00039,P00118,1
P00039,P00119,1
P00040,P00109,1
P00040,P00111,1
P00040,P00118,1
P00016,P00018,1
P00036,P00074,1
P00037,P00079,1
P00039,P00074,1
P00039,P00079,1
P00040,P00119,1
P00044,P00109,1
P00044,P00111,1
P00065,P00132,1
P00067,P00123,1
P00067,P00132,1
P00032,P00061,1
P00003,P00048,1
P00003,P00050,1
P00003,P00052,1
P00003,P00057,1
P00062,P00084,1
P00007,P00046,1
P00007,P00050,1
P00007,P00053,1
P00012,P00046,1
P00058,P00074,1
P00075,P00148,1
P00092,P00135,1
P00005,P00099,1
P00008,P00092,1
P00008,P00099,1
P00012,P00047,1
P00012,P00050,1
P00018,P00021,1
P00062,P00080,1
P00062,P00083,1
P00040,P00063,1
P00040,P00065,1
P00040,P00066,1
P00040,P00067,1
P00068,P00076,1
P00068,P00082,1
P00005,P00092,1
P00005,P00098,1
P00113,P00150,1
P00114,P00150,1
P00119,P00150,1
P00011,P00113,1
P00008,P00102,1
P00013,P00092,1
P00013,P00099,1
P00013,P00102,1
P00012,P00122,1
P00014,P00080,1
P00014,P00122,1
P00080,P00122,1
P00004,P00157,1
P00004,P00158,1
P00004,P00160,1
P00043,P00157,1
P00010,P00058,1
P00040,P00070,1
P00040,P00072,1
P00040,P00075,1
P00042,P00066,1
P00042,P00067,1
P00174,P00176,1
P00012,P00080,1
P00047,P00074,1
P00044,P00066,1
P00044,P00067,1
P00044,P00070,1
P00044,P00072,1
P00044,P00075,1
P00010,P00046,1
P00010,P00047,1
P00092,P00145,1
P00092,P00148,1
P00135,P00145,1
P00010,P00074,1
P00011,P00046,1
P00011,P00058,1
P00011,P00074,1
P00046,P00074,1
P00070,P00137,1
P00062,P00136,1
P00135,P00148,1
P00175,P00177,1
P00016,P00023,1
P00038,P00063,1
P00038,P00068,1
P00070,P00135,1
P00062,P00150,1
P00068,P00136,1
P00002,P00046,1
P00002,P00050,1
P00025,P00113,1
P00048,P00096,1
P00056,P00096,1
P00069,P00137,1
P00002,P00115,1
P00002,P00120,1
P00046,P00109,1
P00046,P00115,1
P00046,P00120,1
P00047,P00109,1
P00047,P00115,1
P00047,P00120,1
P00077,P00156,1
P00077,P00164,1
P00083,P00164,1
P00176,P00180,1
P00090,P00100,1
P00167,P00179,1
P00042,P00070,1
P00042,P00072,1
P00082,P00129,1
P00083,P00129,1
P00043,P00164,1
P00023,P00079,1
P00025,P00029,1
P00025,P00079,1
P00029,P00079,1
P00026,P00075,1
P00003,P00110,1
P00003,P00118,1
P00050,P00109,1
P00050,P00115,1
P00050,P00120,1
P00064,P00142,1
P00076,P00100,1
P00077,P00129,1
P00171,P00174,1
P00171,P00180,1
P00012,P00165,1
P00070,P00086,1
P00070,P00122,1
P00066,P00144,1
P00067,P00142,1
P00067,P00144,1
P00086,P00122,1
P00086,P00135,1
P00080,P00117,1
P00080,P00120,1
P00083,P00117,1
P00083,P00120,1
P00014,P00110,1
P00014,P00118,1
P00004,P00053,1
P00014,P00053,1
P00015,P00053,1
P00093,P00137,1
P00093,P00141,1
P00055,P00149,1
P00057,P00136,1
P00057,P00140,1
P00105,P00141,1
P00105,P00148,1
P00093,P00148,1
P00097,P00137,1
P00097,P00141,1
P00097,P00148,1
P00101,P00137,1
P00101,P00148,1
P00032,P00128,1
P00039,P00060,1
P00041,P00060,1
P00045,P00060,1
P00035,P00072,1
P00104,P00137,1
P00104,P00141,1
P00105,P00137,1
P00050,P00071,1
P00052,P00063,1
P00052,P00066,1
P00052,P00071,1
P00064,P00144,1
P00066,P00142,1
P00066,P00143,1
P00032,P00060,1
P00050,P00066,1
P00125,P00153,1
P00125,P00160,1
P00125,P00161,1
P00128,P00153,1
P00128,P00156,1
P00128,P00160,1
P00121,P00156,1
P00058,P00136,1
P00058,P00146,1
P00001,P00107,1
P00049,P00118,1
P00128,P00161,1
P00132,P00160,1
P00132,P00161,1
P00050,P00063,1
P00055,P00136,1
P00077,P00134,1
P00050,P00127,1
P00050,P00128,1
P00050,P00129,1
P00049,P00136,1
P00049,P00140,1
P00054,P00136,1
P00057,P00145,1
P00057,P00149,1
P00036,P00106,1
P00036,P00110,1
P00049,P00145,1
P00049,P00149,1
P00051,P00136,1
P00051,P00140,1
P00109,P00162,1
P00036,P00114,1
P00036,P00116,1
P00040,P00106,1
P00040,P00114,1
P00068,P00158,1
P00068,P00159,1
P00005,P00044,1
P00094,P00117,1
P00094,P00118,1
P00044,P00106,1
P00044,P00114,1
P00044,P00116,1
P00045,P00114,1
P00045,P00116,1
P00109,P00156,1
P00002,P00097,1
P00002,P00098,1
P00109,P00165,1
P00110,P00156,1
P00110,P00165,1
P00091,P00180,1
P00094,P00180,1
P00096,P00180,1
P00121,P00160,1
P00121,P00161,1
P00073,P00095,1
P00101,P00117,1
P00101,P00118,1
P00102,P00117,1
P00102,P00118,1
P00002,P00096,1
P00015,P00097,1
P00015,P00098,1
P00015,P00102,1
P00037,P00122,1
P00037,P00135,1
P00004,P00148,1
P00006,P00136,1
P00006,P00144,1
P00073,P00087,1
P00003,P00150,1
P00062,P00148,1
P00062,P00149,1
P00099,P00137,1
P00099,P00139,1
P00064,P00087,1
P00015,P00096,1
P00010,P00140,1
P00010,P00150,1
P00049,P00148,1
P00053,P00142,1
P00001,P00041,1
P00073,P00077,1
P00073,P00078,1
P00073,P00084,1
P00007,P00044,1
P00076,P00113,1
P00081,P00113,1
P00086,P00113,1
P00040,P00116,1
P00043,P00106,1
P00043,P00114,1
P00010,P00136,1
P00110,P00154,1
P00006,P00101,1
P00068,P00160,1
P00071,P00158,1
P00071,P00159,1
P00074,P00159,1
P00074,P00160,1
P00062,P00159,1
P00085,P00123,1
P00001,P00044,1
P00003,P00041,1
P00013,P00041,1
P00013,P00044,1
P00005,P00100,1
P00013,P00162,1
P00013,P00163,1
P00003,P00144,1
P00003,P00148,1
P00004,P00136,1
P00004,P00144,1
P00012,P00100,1
P00023,P00030,1
P00076,P00123,1
P00076,P00129,1
P00006,P00148,1
P00014,P00136,1
P00014,P00144,1
P00014,P00148,1
P00085,P00130,1
P00001,P00136,1
P00001,P00144,1
P00001,P00148,1
P00005,P00120,1
P00005,P00122,1
P00120,P00122,1
P00094,P00137,1
P00095,P00137,1
P00114,P00163,1
P00113,P00154,1
P00114,P00154,1
P00094,P00172,1
P00094,P00175,1
P00061,P00123,1
P00061,P00128,1
P00061,P00131,1
P00065,P00128,1
P00065,P00131,1
P00074,P00123,1
P00095,P00141,1
P00095,P00149,1
P00099,P00141,1
P00074,P00131,1
P00107,P00157,1
P00079,P00099,1
P00079,P00141,1
P00079,P00149,1
P00062,P00160,1
P00063,P00159,1
P00009,P00100,1
P00009,P00102,1
P00090,P00095,1
P00090,P00099,1
P00090,P00141,1
P00090,P00149,1
P00102,P00149,1
P00002,P00095,1
P00002,P00104,1
P00008,P00162,1
P00012,P00110,1
P00012,P00114,1
P00012,P00154,1
P00008,P00110,1
P00014,P00060,1
P00014,P00070,1
P00095,P00107,1
P00104,P00107,1
P00005,P00081,1
P00005,P00089,1
P00099,P00149,1
P00101,P00149,1
P00002,P00119,1
P00002,P00128,1
P00002,P00133,1
P00119,P00122,1
P00028,P00062,1
P00028,P00065,1
P00028,P00073,1
P00014,P00059,1
P00114,P00162,1
P00012,P00163,1
P00013,P00113,1
P00013,P00114,1
P00060,P00070,1
P00096,P00171,1
P00067,P00083,1
P00071,P00083,1
P00119,P00128,1
P00119,P00133,1
P00073,P00160,1
P00073,P00164,1
P00002,P00085,1
P00004,P00085,1
P00008,P00085,1
P00094,P00165,1
P00049,P00061,1
P00049,P00085,1
P00087,P00096,1
P00087,P00103,1
P00087,P00163,1
P00096,P00160,1
P00096,P00163,1
P00101,P00160,1
P00058,P00062,1
P00058,P00085,1
P00058,P00086,1
P00058,P00114,1
P00103,P00163,1
P00006,P00019,1
P00006,P00020,1
P00006,P00028,1
P00008,P00113,1
P00008,P00114,1
P00002,P00107,1
P00005,P00095,1
P00005,P00104,1
P00049,P00086,1
P00049,P00114,1
P00058,P00061,1
P00085,P00114,1
P00076,P00098,1
P00076,P00102,1
P00076,P00145,1
P00091,P00145,1
P00098,P00145,1
P00102,P00145,1
P00012,P00128,1
P00101,P00170,1
P00101,P00172,1
P00101,P00174,1
P00101,P00177,1
P00061,P00114,1
P00062,P00085,1
P00062,P00086,1
P00062,P00114,1
P00067,P00109,1
P00069,P00109,1
P00101,P00178,1
P00172,P00177,1
P00070,P00078,1
P00070,P00079,1
P00070,P00084,1
P00074,P00078,1
P00095,P00160,1
P00095,P00165,1
P00130,P00141,1
P00130,P00146,1
P00130,P00148,1
P00130,P00150,1
P00064,P00109,1
P00065,P00109,1
P00071,P00109,1
P00072,P00109,1
P00073,P00109,1
P00074,P00109,1
P00009,P00129,1
P00009,P00131,1
P00051,P00074,1
P00048,P00061,1
P00051,P00128,1
P00057,P00128,1
P00005,P00066,1
P00005,P00125,1
P00005,P00126,1
P00005,P00130,1
P00005,P00134,1
P00070,P00109,1
P00008,P00066,1
P00008,P00126,1
P00008,P00130,1
P00009,P00066,1
P00009,P00125,1
P00009,P00126,1
P00009,P00130,1
P00009,P00134,1
P00086,P00114,1
P00044,P00134,1
P00044,P00135,1
P00066,P00130,1
P00066,P00134,1
P00001,P00082,1
P00001,P00086,1
P00005,P00082,1
P00010,P00086,1
P00034,P00121,1
P00004,P00100,1
P00007,P00100,1
P00006,P00124,1
P00006,P00128,1
P00012,P00124,1
P00038,P00126,1
P00064,P00141,1
P00071,P00140,1
P00071,P00141,1
P00079,P00153,1
P00081,P00151,1
P00081,P00153,1
P00005,P00086,1
P00010,P00082,1
P00082,P00153,1
P00084,P00151,1
P00084,P00153,1
P00088,P00151,1
P00088,P00153,1
P00089,P00153,1
P00046,P00070,1
P00061,P00141,1
P00048,P00070,1
P00086,P00167,1
P00086,P00177,1
P00167,P00177,1
P00086,P00126,1
P00086,P00129,1
P00086,P00131,1
P00082,P00151,1
P00086,P00157,1
P00086,P00159,1
P00086,P00163,1
P00009,P00094,1
P00009,P00097,1
P00144,P00165,1
P00146,P00155,1
P00146,P00165,1
P00126,P00159,1
P00126,P00163,1
P00126,P00165,1
P00129,P00154,1
P00129,P00157,1
P00129,P00159,1
P00086,P00153,1
P00086,P00154,1
P00129,P00163,1
P00129,P00165,1
P00131,P00153,1
P00131,P00154,1
P00131,P00157,1
P00131,P00159,1
P00131,P00165,1
P00126,P00157,1
P00039,P00121,1
P00061,P00140,1
P00065,P00140,1
P00065,P00143,1
P00068,P00140,1
P00070,P00143,1
P00065,P00077,1
P00065,P00084,1
P00069,P00089,1
P00075,P00077,1
P00067,P00077,1
P00067,P00085,1
P00067,P00088,1
P00067,P00089,1
P00069,P00077,1
P00069,P00084,1
P00085,P00109,1
P00001,P00122,1
P00002,P00076,1
P00002,P00079,1
P00002,P00116,1
P00007,P00076,1
P00069,P00085,1
P00069,P00088,1
P00126,P00153,1
P00126,P00154,1
P00007,P00079,1
P00007,P00088,1
P00009,P00088,1
P00009,P00116,1
P00011,P00076,1
P00011,P00079,1
P00150,P00155,1
P00150,P00165,1
P00138,P00165,1
P00139,P00155,1
P00139,P00165,1
P00144,P00155,1
P00004,P00099,1
P00086,P00165,1
P00015,P00079,1
P00076,P00116,1
P00079,P00116,1
P00009,P00058,1
P00009,P00099,1
P00009,P00105,1
P00088,P00116,1
P00034,P00129,1
P00051,P00156,1
P00051,P00159,1
P00051,P00160,1
P00051,P00162,1
P00051,P00164,1
P00033,P00115,1
P00011,P00088,1
P00015,P00076,1
P00044,P00115,1
P00034,P00148,1
P00036,P00148,1
P00045,P00148,1
P00047,P00061,1
P00047,P00066,1
P00051,P00152,1
P00051,P00153,1
P00086,P00116,1
P00079,P00105,1
P00079,P00172,1
P00082,P00102,1
P00082,P00105,1
P00082,P00172,1
P00088,P00102,1
P00036,P00115,1
P00008,P00111,1
P00010,P00130,1
P00012,P00067,1
P00012,P00068,1
P00012,P00130,1
P00067,P00130,1
P00001,P00067,1
P00001,P00068,1
P00064,P00076,1
P00064,P00088,1
P00004,P00077,1
P00088,P00172,1
P00090,P00172,1
P00105,P00172,1
P00046,P00133,1
P00001,P00111,1
P00108,P00159,1
P00108,P00162,1
P00110,P00159,1
P00112,P00159,1
P00112,P00162,1
P00002,P00093,1
P00006,P00093,1
P00009,P00093,1
P00043,P00129,1
P00044,P00129,1
P00114,P00151,1
P00012,P00126,1
P00012,P00131,1
P00167,P00175,1
P00122,P00137,1
P00004,P00078,1
P00122,P00138,1
P00122,P00145,1
P00122,P00149,1
P00131,P00137,1
P00131,P00138,1
P00041,P00110,1
P00006,P00022,1
P00012,P00111,1
P00138,P00153,1
P00138,P00163,1
P00138,P00164,1
P00145,P00153,1
P00007,P00102,1
P00068,P00126,1
P00068,P00128,1
P00012,P00078,1
P00145,P00155,1
P00145,P00163,1
P00145,P00164,1
P00149,P00153,1
P00149,P00154,1
P00149,P00155,1
P00149,P00157,1
P00012,P00088,1
P00001,P00130,1
P00010,P00067,1
P00010,P00068,1
P00061,P00137,1
P00061,P00138,1
P00051,P00127,1
P00051,P00133,1
P00055,P00133,1
P00149,P00163,1
P00149,P00164,1
P00005,P00060,1
P00005,P00128,1
P00005,P00133,1
P00086,P00110,1
P00125,P00163,1
P00131,P00156,1
P00075,P00076,1
P00024,P00025,1
P00073,P00103,1
P00083,P00110,1
P00006,P00120,1
P00009,P00115,1
P00009,P00120,1
P00014,P00120,1
P00057,P00138,1
P00049,P00121,1
P00049,P00135,1
P00071,P00076,1
P00071,P00085,1
P00071,P00086,1
P00073,P00085,1
P00073,P00086,1
P00006,P00119,1
P00131,P00145,1
P00131,P00149,1
